,Unnamed: 0,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
870,870,3,Airlie Coast (3),S Saberton,15.64,0.9,,5-4-,28.0kg,$5.00,238,D3,15/11/2023,harlow
871,871,4,Dower Joe (5),D Hurlock,15.74,2.15,,2-2-,32.0kg,$3.00,238,D3,15/11/2023,harlow
872,872,5,Zoos Semenya (6),D Hurlock,15.84,3.4,,1-5-,29.4kg,$4.50,238,D3,15/11/2023,harlow
873,873,1,Direct Larry (1),S Saberton,26.47,0.0,4.93,2111,26.4kg,$3.50,415,A6,15/11/2023,harlow
874,874,2,Willow The Whisp (2),D Hurlock,26.69,2.75,5.02,5433,24.8kg,$3.30,415,A6,15/11/2023,harlow
875,875,3,Fortunate Rose (3),S Saberton,26.77,3.75,4.93,3222,26.8kg,$3.00,415,A6,15/11/2023,harlow
876,876,4,Leamaneigh Lore (5),D Hurlock,27.07,7.5,4.92,1344,25.8kg,$6.00,415,A6,15/11/2023,harlow
877,877,5,Bobbing Gnorma (6),P Clarke,27.89,17.75,4.94,4555,25.2kg,$7.00,415,A6,15/11/2023,harlow
878,878,1,Moss Row Madam (4),P Ward,15.47,0.0,,1-1-,25.2kg,$3.60,238,D4,15/11/2023,harlow
879,879,2,Kilmood Best (5),P Clarke,15.65,2.25,,4-2-,29.2kg,$3.40,238,D4,15/11/2023,harlow
880,880,3,Gurtnacrehy Eirn (1),P Ward,15.83,4.5,,5-4-,26.0kg,$2.50,238,D4,15/11/2023,harlow
881,881,4,Burgess Mentor (6),P Ward,15.89,5.25,,2-3-,26.2kg,$9.50,238,D4,15/11/2023,harlow
882,882,5,Croaghill Belle (3),D Hurlock,16.13,8.25,,3-5-,24.8kg,$6.50,238,D4,15/11/2023,harlow
883,883,1,Orbsen Mystic (1),D Hurlock,27.39,0.0,5.21,5321,25.8kg,$2.90,415,A7,15/11/2023,harlow
884,884,2,Wee Mick (4),D Hurlock,27.79,5.0,5.07,3444,33.4kg,$5.50,415,A7,15/11/2023,harlow
885,885,3,Diegos Trigger (3),P Ward,28.03,8.0,5.05,2212,29.8kg,$6.50,415,A7,15/11/2023,harlow
886,886,4,Aldworth Lucy (6),D Hurlock,28.07,8.5,4.99,1133,24.8kg,$9.00,415,A7,15/11/2023,harlow
887,887,5,Airlie Luna (2),P Clarke,28.23,10.5,5.08,4555,24.6kg,$2.25,415,A7,15/11/2023,harlow
888,888,1,Deacon Bella (3),D Hurlock,15.49,0.0,,1-1-,26.4kg,$2.00,238,D4,15/11/2023,harlow
889,889,2,Moss Row Mystic (2),P Ward,15.55,0.75,,3-2-,24.2kg,$7.00,238,D4,15/11/2023,harlow
890,890,3,Knockglass Pet (4),P Ward,15.67,2.25,,2-3-,29.4kg,$8.00,238,D4,15/11/2023,harlow
891,891,4,Hello Tammie (1),S Saberton,15.77,3.5,,6-4-,27.8kg,$4.30,238,D4,15/11/2023,harlow
892,892,5,Aussie Chunk (5),P Ward,15.83,4.25,,4-5-,29.8kg,$8.00,238,D4,15/11/2023,harlow
893,893,6,Alberta Star (6),D Hurlock,16.13,8.0,,5-6-,25.2kg,$6.50,238,D4,15/11/2023,harlow
894,894,1,Sussex Belle (5),J Kingsley,30.14,0.0,3.72,6433,27.9kg,$5.00,500,A7,15/11/2023,hove
895,895,2,Punk Rock Thief (1),S Maplesden,30.18,0.5,3.66,2222,30.2kg,$3.00,500,A7,15/11/2023,hove
896,896,3,Punk Rock Zelda (4),S Maplesden,30.2,0.75,3.67,4344,25.3kg,$6.00,500,A7,15/11/2023,hove
897,897,4,Whitings Ghost (6),D Knight,30.38,3.0,3.51,1111,25.0kg,$7.00,500,A7,15/11/2023,hove
898,898,5,Quarterland Zara (2),T Taylor,30.4,3.25,3.69,3555,27.4kg,$4.60,500,A7,15/11/2023,hove
899,899,6,Terrific Tonic (3),D Knight,30.46,4.0,3.71,5666,25.5kg,$4.50,500,A7,15/11/2023,hove
900,900,1,Wheres Bella (4),S Cahill,29.86,0.0,3.66,3222,26.4kg,$3.25,500,A4,15/11/2023,hove
901,901,2,Agreement (2),S Cahill,29.9,0.5,3.57,2111,31.6kg,$4.25,500,A4,15/11/2023,hove
902,902,3,Rockmount Titan (3),C Gardiner,30.06,2.5,3.73,4444,36.0kg,$4.90,500,A4,15/11/2023,hove
903,903,4,My Valentine (5),B Green,30.12,3.25,3.68,1555,28.6kg,$8.00,500,A4,15/11/2023,hove
904,904,5,Insane Lil (1),G Andreas,30.16,3.75,3.74,5333,28.9kg,$2.80,500,A4,15/11/2023,hove
905,905,1,Yassoo Nan (1),G Andreas,17.19,0.0,,5-1-,25.6kg,$3.10,285,D4,15/11/2023,hove
906,906,2,Cillians Carmel (4),N McEllistrim,17.25,0.75,,4-2-,28.9kg,$8.00,285,D4,15/11/2023,hove
907,907,3,Sui Generes (2),J Kingsley,17.27,1.0,,3-3-,24.8kg,$6.00,285,D4,15/11/2023,hove
908,908,4,Thunder Ruby (3),T Taylor,17.37,2.25,,1-4-,26.9kg,$11.00,285,D4,15/11/2023,hove
909,909,5,Optic Rambo (5),T Taylor,17.53,4.25,,2-5-,33.1kg,$1.90,285,D4,15/11/2023,hove
910,910,1,Yassoo Blue Eyes (6),G Andreas,30.19,0.0,3.65,1221,30.2kg,$1.90,500,A10,15/11/2023,hove
911,911,2,Scarlet (3),T Taylor,30.33,1.75,3.77,4443,27.4kg,$4.50,500,A10,15/11/2023,hove
912,912,3,Junior (1),J Kingsley,30.39,2.5,3.63,3112,29.7kg,$5.00,500,A10,15/11/2023,hove
913,913,4,Punkrock Tsunami (4),S Maplesden,30.57,4.75,3.78,5555,24.5kg,$5.50,500,A10,15/11/2023,hove
914,914,5,Seamless Move (2),J Heath,30.69,6.25,3.68,2334,28.4kg,$9.50,500,A10,15/11/2023,hove
915,915,1,Oioidurrantdream (2),T Taylor,29.81,0.0,3.64,1111,23.9kg,$2.75,500,A5,15/11/2023,hove
916,916,2,Hellofawhatever (5),J Kingsley,30.19,4.75,3.72,5444,33.2kg,$7.00,500,A5,15/11/2023,hove
917,917,3,Crisp And Nut (3),G Andreas,30.2,4.9,3.69,3222,29.2kg,$4.60,500,A5,15/11/2023,hove
918,918,4,Ashington Bear (4),C Gardiner,30.22,5.15,3.71,4333,33.1kg,$3.25,500,A5,15/11/2023,hove
919,919,DNF,Fun Luvin Suzie (6),B Green,,,3.71,2555,29.3kg,,500,A5,15/11/2023,hove
920,920,1,Morrisseys Cross (1),B Green,29.93,0.0,3.66,2111,28.3kg,$3.40,500,A5,15/11/2023,hove
921,921,2,Get On Harlow (2),S Cahill,30.05,1.5,3.66,1222,29.6kg,$3.50,500,A5,15/11/2023,hove
922,922,3,Kesboro Ted (3),D Knight,30.23,3.75,3.72,4333,32.6kg,$6.00,500,A5,15/11/2023,hove
923,923,4,Taylors Swift (6),C Gardiner,30.33,5.0,3.75,5544,27.3kg,$8.00,500,A5,15/11/2023,hove
924,924,5,Awareness (4),S Cahill,30.39,5.75,3.67,3455,27.8kg,$2.75,500,A5,15/11/2023,hove
925,925,1,Seans Spendy (6),T Taylor,30.37,0.0,3.65,1111,27.7kg,$4.20,500,A11,15/11/2023,hove
926,926,2,Kitmins Nelsis (5),G Andreas,30.59,2.75,3.73,4222,24.2kg,$4.50,500,A11,15/11/2023,hove
927,927,3,Rising Quest (2),S Maplesden,30.73,4.5,3.78,2333,27.5kg,$9.50,500,A11,15/11/2023,hove
928,928,4,Voltage Missile (3),N McEllistrim,31.21,10.5,4.01,6444,32.8kg,$21.00,500,A11,15/11/2023,hove
929,929,5,Paige Girl (4),T Taylor,31.27,11.25,3.76,3666,27.5kg,$3.20,500,A11,15/11/2023,hove
930,930,6,Ballytag Faye (1),J Heath,31.43,13.25,3.85,5555,29.7kg,$2.75,500,A11,15/11/2023,hove
931,931,1,Swift Unity (2),S Cahill,30.04,0.0,3.72,5543,27.2kg,$2.75,500,A7,15/11/2023,hove
932,932,2,Ashville Twirl (1),N McEllistrim,30.07,0.4,3.67,3321,26.2kg,$4.40,500,A7,15/11/2023,hove
933,933,3,Coppeen Smoke (5),C Gardiner,30.33,3.65,3.57,1112,29.1kg,$7.00,500,A7,15/11/2023,hove
934,934,4,Amicable (3),T Taylor,30.47,5.4,3.72,4665,25.9kg,$3.60,500,A7,15/11/2023,hove
935,935,5,Glengar Holly (4),S Maplesden,30.55,6.4,3.64,2234,28.6kg,$6.00,500,A7,15/11/2023,hove
936,936,6,Prestige Diamond (6),J Heath,30.61,7.15,3.71,6456,33.8kg,$11.00,500,A7,15/11/2023,hove
937,937,1,Tunnelroad Star (3),D Knight,16.65,0.0,,4-2-,36.1kg,$2.90,285,D2,15/11/2023,hove
938,938,2,Distant Oscar (5),B Green,16.68,0.4,,3-3-,32.7kg,$3.30,285,D2,15/11/2023,hove
939,939,3,Mineola Adele (6),N McEllistrim,16.78,1.65,,1-1-,27.4kg,$7.00,285,D2,15/11/2023,hove
940,940,4,Genie Norma (4),B Green,16.82,2.15,,2-4-,29.1kg,$3.25,285,D2,15/11/2023,hove
941,941,5,Touchdown Trudy (2),B Green,16.92,3.4,,6-5-,27.3kg,$9.00,285,D2,15/11/2023,hove
942,942,6,Nandad (1),T Taylor,17.12,5.9,,5-6-,31.3kg,$15.00,285,D2,15/11/2023,hove
943,943,1,Toffee Tiger (5),B Green,30.18,0.0,3.69,2331,33.1kg,$4.20,500,A3,15/11/2023,hove
