,Unnamed: 0,Plc,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,SP,Distance,RaceGrade,date,Track
1467,1467,1,Soda Nibbles (6),Ken Bailey,24.7,0.0,5.34,M/543,33.0kg,$10.00,435,7,15/11/2023,sale
1468,1468,2,Banjo One String (2),Ray Cunneen,24.73,0.37,5.31,M/321,32.5kg,$2.25,435,7,15/11/2023,sale
1469,1469,3,Dr. Dylan (3),William McMahon,24.8,1.36,5.31,M/234,31.7kg,$11.00,435,7,15/11/2023,sale
1470,1470,4,Walter Walrus (7),Simone Fisher,24.86,2.27,5.19,Q/112,34.0kg,$3.50,435,7,15/11/2023,sale
1471,1471,5,Marco Rose (4),Jeffrey Chignell,24.88,2.51,5.48,M/766,34.2kg,$8.00,435,7,15/11/2023,sale
1472,1472,6,Soda Sharko (1),Geoffrey Dalton,25.11,5.89,5.33,M/455,31.2kg,$11.00,435,7,15/11/2023,sale
1473,1473,7,Jeremy Spoke (5),Rowan Wagenaar,25.18,6.77,5.62,M/877,33.0kg,$41.00,435,7,15/11/2023,sale
1474,1474,8,Canya Wrangle (8),Lesley Russell,25.38,9.61,5.46,M/688,34.3kg,$67.00,435,7,15/11/2023,sale
1475,1475,1,Need You Now (3),Justin Bowman,24.37,0.0,5.23,Q/111,32.8kg,$12.00,435,X67,15/11/2023,sale
1476,1476,2,Polar Teddy (4),Steve Nagy,24.85,6.97,5.47,M/742,35.2kg,$61.00,435,X67,15/11/2023,sale
1477,1477,3,Mighty Cave (2),Wayne Boreland,25.02,9.37,5.53,S/874,38.6kg,$4.80,435,X67,15/11/2023,sale
1478,1478,4,Silent Bullet (8),Kerrie White,25.08,10.21,5.31,M/355,24.1kg,$1.90,435,X67,15/11/2023,sale
1479,1479,5,Buccaneer (1),Jordan McQuillen,25.19,11.79,5.32,M/523,32.9kg,$12.00,435,X67,15/11/2023,sale
1480,1480,6,Zipping Olsen (6),Luke Adams,25.3,13.3,5.31,M/436,26.2kg,$5.50,435,X67,15/11/2023,sale
1481,1481,7,Sharp Shot (5),Jake Dean,25.42,15.04,5.4,M/667,29.9kg,$23.00,435,X67,15/11/2023,sale
1482,1482,8,Go Astray (7),Margaret Read,25.56,17.11,5.3,M/288,27.4kg,$41.00,435,X67,15/11/2023,sale
1483,1483,1,Alfie Alligator (4),Darren Fisher,24.69,0.0,5.22,M/321,34.0kg,$3.80,435,5,15/11/2023,sale
1484,1484,2,Canya Charisma (6),Jessica Hopkins,24.8,1.51,5.18,M/112,31.5kg,$3.60,435,5,15/11/2023,sale
1485,1485,3,Aston Salma (8),Graeme Jose,24.83,1.96,5.2,M/233,28.5kg,$1.90,435,5,15/11/2023,sale
1486,1486,4,Cool Summer (1),Lui Forte,24.83,2.0,5.32,M/564,36.3kg,$17.00,435,5,15/11/2023,sale
1487,1487,5,Green Can Lad (5),Ronald Winter,24.95,3.71,5.33,M/655,29.9kg,$51.00,435,5,15/11/2023,sale
1488,1488,6,Aston Sadio (3),David Condon,25.07,5.46,5.41,M/777,39.5kg,$41.00,435,5,15/11/2023,sale
1489,1489,7,Elswyk Jordy (7),Rachael Busuttil,25.08,5.51,5.27,M/446,32.0kg,$41.00,435,5,15/11/2023,sale
1490,1490,1,Feather Nest (5),Steven Bruce White,24.46,0.0,5.35,S/422,29.0kg,$8.00,435,X45,15/11/2023,sale
1491,1491,2,Bernardo's Baby (8),Billy Stockdale,24.54,1.14,5.17,M/111,28.6kg,$5.50,435,X45,15/11/2023,sale
1492,1492,3,Idolize (6),Peter Presutto,24.56,1.37,5.22,M/233,28.2kg,$1.50,435,X45,15/11/2023,sale
1493,1493,4,Minter Dominate (7),Jeffrey Chignell,24.65,2.63,5.31,M/344,32.4kg,$26.00,435,X45,15/11/2023,sale
1494,1494,5,Fibularis (4),Kathryne Tabb,24.84,5.39,5.36,M/555,32.7kg,$81.00,435,X45,15/11/2023,sale
1495,1495,6,Got The Lot (3),Brian Alford,24.97,7.21,5.49,M/766,32.8kg,$17.00,435,X45,15/11/2023,sale
1496,1496,7,Steele Jakit (1),Andrew Wood,25.27,11.47,5.43,M/677,32.7kg,$34.00,435,X45,15/11/2023,sale
1497,1497,8,Gesundheit (2),Natalie Presutto,25.69,17.46,5.56,M/888,34.5kg,$12.00,435,X45,15/11/2023,sale
1498,1498,1,Always A Thrill (2),Christopher Tilley,24.35,0.0,5.22,Q/111,35.2kg,$2.10,435,5,15/11/2023,sale
1499,1499,2,Bern By (3),Jeff Galea,24.46,1.66,5.33,M/532,29.6kg,$9.00,435,5,15/11/2023,sale
1500,1500,3,Shavano (4),Ken Bailey,24.68,4.84,5.31,M/423,36.4kg,$22.00,435,5,15/11/2023,sale
1501,1501,4,Joe Gem (8),John Connor,24.81,6.7,5.29,M/244,34.2kg,$5.50,435,5,15/11/2023,sale
1502,1502,5,Ellie Kat (1),Simone Fisher,24.97,8.87,5.42,M/867,28.1kg,$7.50,435,5,15/11/2023,sale
1503,1503,6,Rear View Mirror (6),Rowan Wagenaar,25.02,9.69,5.4,M/755,34.8kg,$10.00,435,5,15/11/2023,sale
1504,1504,7,Big Timber (5),Christian Wilk,25.04,10.0,5.33,M/676,31.5kg,$15.00,435,5,15/11/2023,sale
1505,1505,8,Whisky Ninja (7),Lindsay Fulford,25.26,13.1,5.31,M/388,30.6kg,$11.00,435,5,15/11/2023,sale
1506,1506,1,Chip And Tail (2),Christine Sheilds,28.78,0.0,9.15,Q/111,28.8kg,$4.75,510,X45,15/11/2023,sale
1507,1507,2,Legal Bud (1),Stephen Tabb,28.88,1.51,9.22,Q/222,30.8kg,$3.50,510,X45,15/11/2023,sale
1508,1508,3,Why Not Pearl (3),Gregory Carter,28.95,2.47,9.27,M/333,27.5kg,$10.00,510,X45,15/11/2023,sale
1509,1509,4,Granny Roses (8),Sharon-lee Chignell,29.02,3.5,9.4,M/754,29.4kg,$3.25,510,X45,15/11/2023,sale
1510,1510,5,Billy Bob Jordan (6),Jordan Carrodus-nagy,29.38,8.59,9.34,M/545,30.3kg,$28.00,510,X45,15/11/2023,sale
1511,1511,6,Dr. Dot (7),Emily McMahon,29.4,8.94,9.4,M/677,23.8kg,$18.00,510,X45,15/11/2023,sale
1512,1512,7,Spring Gonzales (4),Ken Bailey,29.41,9.09,9.33,M/466,29.9kg,$4.90,510,X45,15/11/2023,sale
1513,1513,1,Lucknow Gunner (4),Steven Spoljaric,25.1,0.0,5.21,M/121,26.8kg,$4.80,435,5,15/11/2023,sale
1514,1514,2,Gus The Bus (6),Jake Dean,25.12,0.17,5.26,M/212,32.2kg,$3.75,435,5,15/11/2023,sale
1515,1515,3,Why Not Jules (1),Leigh Carter,25.14,0.46,5.45,M/874,29.6kg,$3.25,435,5,15/11/2023,sale
1516,1516,4,Maddie Odd Sock (3),Simone Fisher,25.15,0.69,5.28,M/333,28.2kg,$15.00,435,5,15/11/2023,sale
1517,1517,5,Charlotte's Hand (8),Donna Dean,25.2,1.39,5.37,S/565,26.0kg,$24.00,435,5,15/11/2023,sale
1518,1518,6,Pancho Tommy (5),J Musselwhite,25.37,3.73,5.37,M/457,35.8kg,$6.00,435,5,15/11/2023,sale
1519,1519,7,Ziggy Boy (2),Peter Elston,25.47,5.27,5.39,S/746,36.2kg,$26.00,435,5,15/11/2023,sale
1520,1520,8,Remo Rodman (7),Robert Colpoys,25.63,7.57,5.39,M/688,30.9kg,$14.00,435,5,15/11/2023,sale
1521,1521,1,Slingshot Bruno (7),Jordan McQuillen,24.81,0.0,5.25,M/222,33.1kg,$10.00,435,5,15/11/2023,sale
1522,1522,2,Bring Your Best (6),Ray Cunneen,24.82,0.13,5.25,M/111,32.3kg,$2.25,435,5,15/11/2023,sale
1523,1523,3,Nova Girl (8),Darren Fisher,24.88,1.07,5.38,S/533,28.8kg,$23.00,435,5,15/11/2023,sale
1524,1524,4,Speedy Mouse (1),Darren Fisher,25.15,4.83,5.29,M/344,25.9kg,$8.00,435,5,15/11/2023,sale
1525,1525,5,Dr. Evangelise (5),Judith McMahon,25.3,7.06,5.64,S/876,25.7kg,$6.50,435,5,15/11/2023,sale
1526,1526,6,Heavy Load (4),Corry Kas,25.33,7.44,5.43,M/755,31.9kg,$10.00,435,5,15/11/2023,sale
1527,1527,7,Blazer Trail (3),Joyce Condon,25.42,8.71,5.29,M/467,33.9kg,$12.00,435,5,15/11/2023,sale
1528,1528,8,Gotham Marquess (2),Melanie Lithgow,25.44,9.03,5.38,S/688,27.1kg,$7.00,435,5,15/11/2023,sale
1529,1529,1,Sir Melville (3),Tess Galea,24.78,0.0,5.22,M/111,29.3kg,$9.00,435,5NP,15/11/2023,sale
1530,1530,2,Grumpy Ellie (2),Aaron Campbell,24.85,1.07,5.22,M/222,25.3kg,$2.50,435,5NP,15/11/2023,sale
1531,1531,3,Blue Intention (5),Andrew Wood,25.01,3.33,5.43,M/764,31.1kg,$14.00,435,5NP,15/11/2023,sale
1532,1532,4,Brocky Sands (7),Leslie Hughes,25.03,3.56,5.24,M/343,31.9kg,$4.90,435,5NP,15/11/2023,sale
1533,1533,5,Tutelina (6),Brian Alford,25.04,3.79,5.25,M/435,25.2kg,$3.00,435,5NP,15/11/2023,sale
1534,1534,6,Redgum Flyer (8),Constance Mcmillan,25.25,6.77,5.32,S/576,31.7kg,$31.00,435,5NP,15/11/2023,sale
1535,1535,7,Dr. Austin (1),Marcus McMahon,25.49,10.23,5.43,S/857,35.9kg,$41.00,435,5NP,15/11/2023,sale
1536,1536,8,Platinum Bow (4),M Wilkins,25.88,15.77,5.33,M/688,26.1kg,$41.00,435,5NP,15/11/2023,sale
1537,1537,1,Starlit Fantasy (2),Christian Wilk,24.76,0.0,5.43,M/611,26.6kg,$5.00,435,5NP,15/11/2023,sale
1538,1538,2,Bermuda Ben (1),Leon Lacy,25.11,5.01,5.34,M/222,32.7kg,$8.50,435,5NP,15/11/2023,sale
1539,1539,3,Dr. Violet (6),Judith McMahon,25.18,5.96,5.27,M/133,25.6kg,$19.00,435,5NP,15/11/2023,sale
1540,1540,4,Grant's Treasure (4),Craig Treasure,25.19,6.07,5.43,S/554,35.2kg,$4.00,435,5NP,15/11/2023,sale
1541,1541,5,Dundee Fidget (5),Geoffrey Scott-Smith,25.24,6.87,5.38,M/345,27.9kg,$5.50,435,5NP,15/11/2023,sale
1542,1542,6,Dr. Brooklynn (7),Kimberley McMahon,25.29,7.47,5.46,S/867,31.0kg,$11.00,435,5NP,15/11/2023,sale
1543,1543,7,Dr. Macy Jane (8),Jennifer Gill,25.3,7.75,5.39,M/476,29.8kg,$4.00,435,5NP,15/11/2023,sale
1544,1544,8,Jezza Bence (3),Peter Kelly,25.34,8.25,5.45,M/788,32.9kg,$29.00,435,5NP,15/11/2023,sale
1545,1545,1,Dana Owen (7),Rodney Mcdonald,19.44,0.0,,,28.8kg,$4.40,330,M,15/11/2023,temora
1546,1546,2,Sycamore Riggles (2),Jason Tuovi,19.55,1.5,,,28.7kg,$2.40,330,M,15/11/2023,temora
1547,1547,3,Potsie (6),Garry Anesbury,19.83,5.5,,,31.8kg,$4.50,330,M,15/11/2023,temora
1548,1548,4,Ray Ville (3),Jacob White,20.06,8.75,,,28.9kg,$34.00,330,M,15/11/2023,temora
1549,1549,5,Back Ruby (5),Aroha Hemingway,20.14,10.0,,,26.4kg,$15.00,330,M,15/11/2023,temora
1550,1550,6,Moonlit Rose (4),Cheryl Buick,20.18,10.5,,,26.2kg,$6.00,330,M,15/11/2023,temora
1551,1551,7,Adam Ville (1),Wayne White,20.42,14.0,,,29.1kg,$10.00,330,M,15/11/2023,temora
1552,1552,8,Manila Shelby (8),Christopher Cooney,20.43,14.0,,,26.0kg,$51.00,330,M,15/11/2023,temora
1553,1553,1,Barooga Lucy (3),Wayne Bocquet,18.92,0.0,,,28.3kg,$5.00,330,M,15/11/2023,temora
1554,1554,2,Mr. Ferguson (8),Brian Fothergill,19.37,6.25,,,31.2kg,$10.00,330,M,15/11/2023,temora
1555,1555,3,Great Nan Lowry (5),Anthony Lowry,19.76,12.0,,,26.5kg,$81.00,330,M,15/11/2023,temora
1556,1556,4,Zulu Zebra (7),Rodney Mcdonald,19.79,12.25,,,27.3kg,$2.40,330,M,15/11/2023,temora
1557,1557,5,Aussie Misty (2),Cherryl Bradley,19.82,12.75,,,29.9kg,$6.00,330,M,15/11/2023,temora
1558,1558,6,Wild Amari (6),Peter Scott,19.88,13.75,,,29.4kg,$10.00,330,M,15/11/2023,temora
1559,1559,7,Graceful Flyer (4),Wayne White,19.97,15.0,,,28.3kg,$24.00,330,M,15/11/2023,temora
1560,1560,8,Flying Prince (1),Shannon Ellis,19.99,15.25,,,28.5kg,$4.50,330,M,15/11/2023,temora
1561,1561,1,Hay Pepper (4),Aaron Williams,19.01,0.0,,,34.2kg,$9.00,330,M12,15/11/2023,temora
1562,1562,2,Calamity Ethics (7),David Smith,19.16,2.0,,,25.9kg,$2.50,330,M12,15/11/2023,temora
1563,1563,3,My Boy Rockin' (5),Christopher Bootsma,19.64,9.0,,,33.9kg,$4.40,330,M12,15/11/2023,temora
1564,1564,4,Hennessey (2),Shane Pulbrook,20.12,15.75,,,35.7kg,$2.40,330,M12,15/11/2023,temora
1565,1565,5,Tara Swift (8),Shane Pulbrook,20.21,17.25,,,30.1kg,$17.00,330,M12,15/11/2023,temora
1566,1566,6,Crash Edition (1),Wayne White,20.38,19.5,,,30.0kg,$90.00,330,M12,15/11/2023,temora
1567,1567,1,Frenzy Izmir (2),Gregg Mills,18.8,0.0,,,28.3kg,$4.50,330,5,15/11/2023,temora
1568,1568,2,Dark Law (1),Vicki Wilder,18.88,1.0,,,34.2kg,$2.10,330,5,15/11/2023,temora
1569,1569,3,Blimey Teddy (4),Brian Fothergill,19.05,3.5,,,30.1kg,$7.00,330,5,15/11/2023,temora
1570,1570,4,Only Ollie (3),Cheryl Buick,19.31,7.25,,,30.3kg,$24.00,330,5,15/11/2023,temora
1571,1571,5,Amron Red (7),Wayne Bocquet,19.41,8.75,,,32.2kg,$6.50,330,5,15/11/2023,temora
1572,1572,6,Underscore (8),Anthony Lowry,19.46,9.25,,,28.5kg,$10.00,330,5,15/11/2023,temora
1573,1573,7,Windburn Will (6),Benjamin Talbot,19.55,10.5,,,33.2kg,$15.00,330,5,15/11/2023,temora
1574,1574,8,Sycamore Tooley (5),Jason Tuovi,19.63,11.75,,,27.3kg,$71.00,330,5,15/11/2023,temora
1575,1575,1,My Rusty Halo (1),Errol Hughes,18.89,0.0,,,24.5kg,$5.00,330,5,15/11/2023,temora
1576,1576,2,Sweet Chevelle (8),Aroha Hemingway,19.0,1.5,,,26.3kg,$4.00,330,5,15/11/2023,temora
1577,1577,3,Belle Izmir (3),Gregg Mills,19.08,2.5,,,31.4kg,$6.50,330,5,15/11/2023,temora
1578,1578,4,My Mate Timmy (5),Rodney Mcdonald,19.13,3.5,,,30.5kg,$5.00,330,5,15/11/2023,temora
1579,1579,5,Miss Missy (6),Phillip Reid,19.22,4.75,,,24.9kg,$16.00,330,5,15/11/2023,temora
1580,1580,6,Ponzi (2),Peter Scott,19.27,5.25,,,29.9kg,$3.10,330,5,15/11/2023,temora
1581,1581,7,Trunchbull (4),Cherryl Bradley,19.36,6.5,,,24.2kg,$51.00,330,5,15/11/2023,temora
1582,1582,8,Tammy Turbo (7),Christopher Cooney,19.38,7.0,,,26.9kg,$51.00,330,5,15/11/2023,temora
1583,1583,1,Bull's Chance (6),Jack Roy,25.7,0.0,,,33.8kg,$3.10,457,5H,15/11/2023,temora
1584,1584,2,Jake Peralta (2),Michael Clayton,25.97,3.75,,,35.2kg,$2.60,457,5H,15/11/2023,temora
1585,1585,3,Marionvale Miss (1),Sarah Fothergill,26.11,5.75,,,26.7kg,$9.50,457,5H,15/11/2023,temora
1586,1586,4,Sirius Thinking (3),Shane Pulbrook,26.38,9.75,,,28.6kg,$26.00,457,5H,15/11/2023,temora
1587,1587,5,Frypan Lomar (4),Nathan Mcmenamin,26.44,10.5,,,30.6kg,$4.80,457,5H,15/11/2023,temora
1588,1588,6,Klous (8),Daryl Breust,26.49,11.25,,,29.0kg,$6.50,457,5H,15/11/2023,temora
1589,1589,7,Evie On Gas (5),Shane Pulbrook,26.56,12.25,,,27.7kg,$101.00,457,5H,15/11/2023,temora
1590,1590,1,Talakai (2),Wayne Wilmott,25.8,0.0,,,34.3kg,$4.00,457,5H,15/11/2023,temora
1591,1591,2,Ace's Chance (3),Jack Roy,25.86,0.75,,,33.6kg,$1.95,457,5H,15/11/2023,temora
1592,1592,3,Cut Throat Lomar (6),Nathan Mcmenamin,26.13,4.75,,,32.4kg,$4.50,457,5H,15/11/2023,temora
1593,1593,4,Sour Cider Wilma (1),Michael Clayton,26.47,9.5,,,24.9kg,$8.00,457,5H,15/11/2023,temora
1594,1594,5,Precious Ethics (7),Shane Pulbrook,26.59,11.25,,,26.6kg,$18.00,457,5H,15/11/2023,temora
1595,1595,6,Lobster Roll (8),Wayne White,26.85,15.0,,,30.8kg,$41.00,457,5H,15/11/2023,temora
1596,1596,1,Call Me Elf (4),Yvonne Gee,18.83,0.0,,,31.5kg,$4.10,330,FFA,15/11/2023,temora
1597,1597,2,Dana Scoot (8),Rodney Mcdonald,19.01,2.5,,,33.4kg,$1.75,330,FFA,15/11/2023,temora
1598,1598,3,Dana Violet (7),Phillip Reid,19.15,4.5,,,26.1kg,$21.00,330,FFA,15/11/2023,temora
1599,1599,4,Dana Ripper (3),Rodney Mcdonald,19.19,5.25,,,29.0kg,$4.75,330,FFA,15/11/2023,temora
1600,1600,5,Whisky Nip (2),Aroha Hemingway,19.33,7.0,,,32.4kg,$51.00,330,FFA,15/11/2023,temora
1601,1601,6,Rich Flex (6),Aroha Hemingway,19.42,8.25,,,35.2kg,$10.00,330,FFA,15/11/2023,temora
1602,1602,1,Betty Birdcage (1),Shane Pulbrook,19.15,0.0,,,29.1kg,$4.80,330,X34,15/11/2023,temora
1603,1603,2,Rocket Ralph (5),Darren Petersen,19.2,0.75,,,32.7kg,$4.20,330,X34,15/11/2023,temora
1604,1604,3,Orson Aria (4),Colin Bradley,19.33,2.5,,,24.1kg,$3.40,330,X34,15/11/2023,temora
1605,1605,4,Double Dippin' (3),Rodney Mcdonald,19.35,2.75,,,27.3kg,$21.00,330,X34,15/11/2023,temora
1606,1606,5,Dana Poppie (2),Rodney Mcdonald,19.6,6.25,,,26.2kg,$3.90,330,X34,15/11/2023,temora
1607,1607,6,Phantom Patch (6),Aroha Hemingway,19.7,7.75,,,32.8kg,$90.00,330,X34,15/11/2023,temora
1608,1608,7,Lightning Zeal (8),Benjamin Talbot,19.77,8.75,,,29.3kg,$5.50,330,X34,15/11/2023,temora
1609,1609,8,Spring Flame (7),Aroha Hemingway,19.98,11.75,,,27.8kg,$101.00,330,X34,15/11/2023,temora
1610,1610,1,Amron Black (1),Wayne Bocquet,19.01,0.0,,,30.6kg,$1.90,330,5,15/11/2023,temora
1611,1611,2,Amy Belle (3),Cheryl Buick,19.11,1.5,,,27.0kg,$12.00,330,5,15/11/2023,temora
1612,1612,3,Dana Xavier (4),Rodney Mcdonald,19.18,2.25,,,29.7kg,$41.00,330,5,15/11/2023,temora
1613,1613,4,Star Chant (7),Colin Bradley,19.37,5.25,,,33.8kg,$18.00,330,5,15/11/2023,temora
1614,1614,5,Cruzin' Ace (5),Benjamin Talbot,19.44,6.0,,,30.5kg,$6.00,330,5,15/11/2023,temora
1615,1615,6,Sirius Psycho (2),Shane Pulbrook,19.45,6.25,,,28.9kg,$5.50,330,5,15/11/2023,temora
1616,1616,7,Dana Tiny (6),Hsiu-Mei Lin,19.52,7.25,,,22.9kg,$17.00,330,5,15/11/2023,temora
1617,1617,8,Sycamore Tricky (8),Jason Tuovi,19.58,8.25,,,27.9kg,$8.00,330,5,15/11/2023,temora
1618,1618,1,One Reason (1),Natina Howard,22.79,0.0,11.02,11,32.2kg,$1.20,400,M,15/11/2023,the-gardens
1619,1619,2,Grinch (6),Dana Burns,23.15,5.25,11.22,22,32.4kg,$26.00,400,M,15/11/2023,the-gardens
1620,1620,3,Plastic Rolex (7),Robert Watson,23.4,8.75,11.31,73,29.0kg,$10.00,400,M,15/11/2023,the-gardens
1621,1621,4,Miss Aquaholic (2),Michael Thompson,23.47,9.75,11.52,54,23.3kg,$26.00,400,M,15/11/2023,the-gardens
1622,1622,5,Old Mate Simba (8),Greg Ford,23.77,14.0,11.74,66,25.0kg,$17.00,400,M,15/11/2023,the-gardens
1623,1623,6,Debbie Knows (4),Christopher Kedwell,23.98,17.0,11.73,45,24.9kg,$7.00,400,M,15/11/2023,the-gardens
1624,1624,7,Miss No Miss (3),Annette Yarnold,24.26,21.0,11.76,37,26.6kg,$81.00,400,M,15/11/2023,the-gardens
1625,1625,1,Kenzie Robbo (4),Eileen Robertson,23.27,0.0,11.47,41,26.9kg,$3.00,400,M,15/11/2023,the-gardens
1626,1626,2,Lucianna (8),Steven Carr,23.47,2.75,11.54,12,27.7kg,$3.20,400,M,15/11/2023,the-gardens
1627,1627,3,Circus Moon (7),Lisa Lamb,23.63,5.25,11.55,23,25.2kg,$26.00,400,M,15/11/2023,the-gardens
1628,1628,4,Call Me Frankie (1),Beverley Sloan,23.91,9.25,11.78,74,29.8kg,$26.00,400,M,15/11/2023,the-gardens
1629,1629,5,Oscar Tommy (2),Ricky Brewer,24.25,14.0,12.34,55,32.2kg,$3.00,400,M,15/11/2023,the-gardens
1630,1630,DNF,Just Hulk (3),John Eather,,,,6,37.1kg,,400,M,15/11/2023,the-gardens
1631,1631,DNF,Zarkey (6),Lindsay Davis,,,,3,24.6kg,,400,M,15/11/2023,the-gardens
1632,1632,1,My Zipper (8),Natina Howard,16.03,0.0,4.59,42.0,29.0kg,$4.10,272,M,15/11/2023,the-gardens
1633,1633,2,Ankles (3),Phillip Carrall,16.21,2.5,4.58,11.0,29.6kg,$19.00,272,M,15/11/2023,the-gardens
1634,1634,3,Black Fire Alpha (7),Jeanette Roche,16.23,2.75,4.67,34.0,32.3kg,$31.00,272,M,15/11/2023,the-gardens
1635,1635,4,First Franky (1),Gary Robertson,16.3,3.75,4.7,75.0,31.9kg,$7.00,272,M,15/11/2023,the-gardens
1636,1636,5,Hard Style Robbo (5),Eileen Robertson,16.4,5.25,4.73,87.0,29.4kg,$2.10,272,M,15/11/2023,the-gardens
1637,1637,6,Sharky United (2),Dana Burns,16.59,8.0,4.74,68.0,27.5kg,$26.00,272,M,15/11/2023,the-gardens
1638,1638,7,Hooked Me (6),Meredith Verhagen,16.82,11.25,4.66,23.0,25.0kg,$10.00,272,M,15/11/2023,the-gardens
1639,1639,8,Can't Touch It (4),Phillip Carrall,16.89,12.25,4.73,56.0,33.4kg,$6.00,272,M,15/11/2023,the-gardens
1640,1640,1,Zipping Moose (5),Leeanne Walker,22.7,0.0,11.07,11,30.8kg,$6.00,400,M12,15/11/2023,the-gardens
1641,1641,2,Zipping Chandler (8),Leeanne Walker,22.94,3.5,11.21,22,33.5kg,$24.00,400,M12,15/11/2023,the-gardens
1642,1642,3,Nation's Rock (4),Noelene Holloway,23.08,5.25,11.44,34,34.3kg,$6.50,400,M12,15/11/2023,the-gardens
1643,1643,4,Mac Fly (7),Ian Darcey,23.13,6.0,11.53,45,30.3kg,$2.00,400,M12,15/11/2023,the-gardens
1644,1644,5,Snipes (2),Ricky Brewer,23.16,6.5,11.36,53,28.7kg,$10.00,400,M12,15/11/2023,the-gardens
1645,1645,6,Nikoli Bale (1),Kimberley Kowalski,23.39,9.75,11.63,66,35.7kg,$4.00,400,M12,15/11/2023,the-gardens
1646,1646,1,She's Unique (5),Billy McGovern,29.55,0.0,5.03,111,30.0kg,$2.60,515,X45,15/11/2023,the-gardens
1647,1647,2,Mark My Word (2),Brett May,29.78,3.25,5.09,542,31.5kg,$1.90,515,X45,15/11/2023,the-gardens
1648,1648,3,Fat Boy's Wants (7),Tony Mason,29.82,3.75,5.09,433,26.0kg,$5.50,515,X45,15/11/2023,the-gardens
1649,1649,4,Ritza Ebony (4),Jason Carter,30.06,7.25,5.17,654,26.8kg,$34.00,515,X45,15/11/2023,the-gardens
1650,1650,5,Zipping Demand (8),Leeanne Walker,30.13,8.25,5.19,365,36.0kg,$34.00,515,X45,15/11/2023,the-gardens
1651,1651,6,Tarawi Lock Star (1),Lorraine Atchison,30.54,14.0,5.08,226,34.3kg,$23.00,515,X45,15/11/2023,the-gardens
1652,1652,1,Songar Sadie (3),Gary Greene,22.9,0.0,11.03,11,28.0kg,$16.00,400,5,15/11/2023,the-gardens
1653,1653,2,Bedazzled Jewel (6),Brett Moore,22.93,0.5,11.09,22,24.0kg,$2.20,400,5,15/11/2023,the-gardens
1654,1654,3,Oscar Samuel (8),Ricky Brewer,23.39,7.0,11.57,65,31.7kg,$3.00,400,5,15/11/2023,the-gardens
1655,1655,4,Frank Chana (2),Anthony Roche,23.43,7.5,11.35,44,34.7kg,$17.00,400,5,15/11/2023,the-gardens
1656,1656,5,Lilly Moira (1),Ronald Bell,23.46,8.0,11.29,53,26.9kg,$5.50,400,5,15/11/2023,the-gardens
1657,1657,6,Garin (7),Stephen Davies,23.56,9.25,11.67,76,29.2kg,$34.00,400,5,15/11/2023,the-gardens
1658,1658,7,My Lunatic (4),Natasha Watson,23.71,11.5,11.8,37,23.7kg,$9.00,400,5,15/11/2023,the-gardens
1659,1659,1,Kingsbrae Kim (6),Michelle Shambler,22.85,0.0,11.07,31,25.1kg,$2.75,400,5,15/11/2023,the-gardens
1660,1660,2,It's A Promise (7),Leeanne Walker,23.29,6.25,11.35,12,25.7kg,$16.00,400,5,15/11/2023,the-gardens
1661,1661,3,Oscar Thea (3),Ricky Brewer,23.56,10.0,11.65,75,28.7kg,$24.00,400,5,15/11/2023,the-gardens
1662,1662,4,Songar Tip Top (5),Sonia Greene,23.88,14.5,11.57,24,27.5kg,$2.40,400,5,15/11/2023,the-gardens
1663,1663,5,Magnolia Tree (2),Lisa Lamb,23.94,15.5,12.1,58,24.7kg,$5.00,400,5,15/11/2023,the-gardens
1664,1664,6,Tilly Devine (1),Ronald Bell,23.96,15.75,11.51,43,32.0kg,$18.00,400,5,15/11/2023,the-gardens
1665,1665,7,Blue Supreme (4),Robert Ryan,24.0,16.25,11.85,66,25.8kg,$17.00,400,5,15/11/2023,the-gardens
1666,1666,8,Lidcombe Blue (8),Grant Dunphy,24.25,20.0,11.96,87,33.7kg,$28.00,400,5,15/11/2023,the-gardens
1667,1667,1,Urunga Express (3),Warren Slade,23.2,0.0,11.17,11,30.9kg,$4.80,400,5,15/11/2023,the-gardens
1668,1668,2,Suspect (7),Craig Blakemore,23.3,1.5,11.33,22,33.6kg,$5.50,400,5,15/11/2023,the-gardens
1669,1669,3,Kim Bell (6),Ronald Bell,23.74,7.75,11.66,36,28.2kg,$9.00,400,5,15/11/2023,the-gardens
1670,1670,4,Mulwee Glenn (1),Graeme Ball,23.83,9.0,11.48,73,32.5kg,$13.00,400,5,15/11/2023,the-gardens
1671,1671,5,Sugar Hit Zara (2),Denis Hampson,24.02,11.75,11.66,57,29.2kg,$23.00,400,5,15/11/2023,the-gardens
1672,1672,6,Tina Be Good (4),Patrick Parrelli,24.04,12.0,11.52,45,31.8kg,$1.85,400,5,15/11/2023,the-gardens
1673,1673,7,Just Black (8),John Eather,24.2,14.25,11.5,64,37.2kg,$26.00,400,5,15/11/2023,the-gardens
1674,1674,1,Oscar Gabriela (6),Ricky Brewer,22.88,0.0,11.18,21,26.9kg,$3.00,400,5,15/11/2023,the-gardens
1675,1675,2,Slingshot Marley (1),Ronald Bell,23.56,9.75,11.45,33,27.6kg,$5.50,400,5,15/11/2023,the-gardens
