,DogName,RunTime,Split,Place,Date,RaceId,Distance,Weight,StartPrice,mean_place,mean_in_race_pos,time_z_avg,split_z_avg,pred_split1,t1,t2,t3,t4,t5,last_5_avg,in_form,ctime_z_avg,csplit_z_avg,pred_split2,at_cas_dist_time,at_cas_dist_time_avg,at_cas_perc,in_form2,faster_inside,next_to_faster,collision,first_out,pir1,pir2,pir3,Win,b1,b2,b3,b4,b5,b6,b7,b8,i1,i2,price
63,lochinvar chase,17.72,,1,2021-04-24,660802125,324,33.3,1.65,2.357142857142857,-1.3571428571428572,-0.8550699852798536,-0.9368103748887066,6.887370473578926,4.60947639858156,-1.0276649429295008,0.2537221282451771,-1.160895653083949,4.25124550976699,1.3851766881160557,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.2142857142857142,0.3928571428571428,0.6428571428571429,1,1,0,0,0,0,0,0,0,1,0,
64,lockout paws,17.92,,2,2021-04-24,660802125,324,25.0,16.0,2.8666666666666667,0.5333333333333332,-0.6212229001427445,-0.5796644637841005,7.006423952987694,0.0660076513038759,-0.2630586439154607,-0.6276070098155487,-0.9254582123668548,-0.5086450998976846,-0.4517522629383345,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.3666666666666666,0.7666666666666667,0.3,0,0,0,0,0,0,0,0,1,0,0,
65,benji buttons,18.17,,3,2021-04-24,660802125,324,32.3,6.5,2.764705882352941,-0.6932773109243695,-0.7386167350143569,-0.4506336414617164,7.049435976563557,-0.2203799287757404,-0.3449648425702116,-0.1373233195794263,0.1118465080095234,-1.108432987419536,-0.3398509140670782,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.8308823529411765,0.5294117647058824,0.1764705882352941,0,0,0,1,0,0,0,0,0,1,0,
66,ferrari blaster,18.23,,4,2021-04-24,660802125,324,28.7,41.0,3.789473684210526,0.7819548872180451,-0.1675355632953814,-0.1803070081426976,7.139548519568595,0.2364314218039946,-0.4280214517665331,0.340252183299391,1.1438408656681414,0.5566807575170835,0.3698367553044154,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.6491228070175439,0.5701754385964912,0.5877192982456141,0,0,0,0,0,0,0,1,0,0,0,
67,big trump banner,18.36,,5,2021-04-24,660802125,324,33.3,3.9,2.833333333333333,1.1666666666666663,-0.7957390094637589,-0.8758291646690989,6.907698370467756,-1.5386911900823752,-1.8727304728089635,-0.3253972779387883,-0.6916746853783637,-0.3731014954024697,-0.960319024322192,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.3333333333333333,-0.25,-0.1666666666666666,0,0,0,0,0,0,1,0,0,0,1,
68,stilton cheeky,18.37,,6,2021-04-24,660802125,324,27.4,41.0,3.8333333333333335,-0.6333333333333333,-0.0204407352753485,-0.2028187709870782,7.132044293394034,-0.3069347332281705,-1.3380872650038431,-0.7501685411432456,4.361070892398548,-0.4533316106188913,0.3025097484808794,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.05,0.15,0.0166666666666666,0,0,0,0,0,1,0,0,0,0,1,
69,my lucky mia,18.44,,7,2021-04-24,660802125,324,29.2,61.0,4.462962962962963,-0.1586151368760067,-0.0180920379237215,-0.2389380914109394,7.1200040301944885,0.1574347227567049,1.295879372970545,1.0023583240296756,-0.1111656623654709,-1.4049270596279926,0.1879159395526922,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.6296296296296297,-0.5833333333333334,-0.2407407407407407,0,0,1,0,0,0,0,0,0,1,0,
70,furious not fast,18.97,,8,2021-04-24,660802125,324,26.9,23.0,3.5844155844155843,-0.2330642330642329,-0.5681986853634827,0.004746187182844,7.201235427059923,-0.652981304643706,-2.063804844156316,-0.075030862682187,-0.7798527787844741,0.2052033155935431,-0.673293294934628,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.3441558441558441,0.7207792207792207,0.5974025974025974,0,0,0,0,1,0,0,0,0,0,1,
71,mary rose,18.42,,4,2021-05-01,663047724,324,26.5,51.0,5.125,0.375,-1.7140462559191154,0.5387543122622949,7.379245375785446,0.9632876712183474,0.9403126041931208,0.145635801524272,1.0052568799446493,1.4457640787482018,0.9000514071257182,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.375,-0.625,-0.375,0,0,0,0,0,0,0,0,1,0,0,
72,bumpy bill,18.59,,7,2021-05-01,663047724,324,32.1,41.0,5.142857142857143,0.3571428571428567,1.060001685409907,0.6979077677076939,7.432298685487636,1.2258079300542464,1.2500908074677888,0.7298457862741111,1.1613857633258526,1.3646773303126778,1.1463615234869355,0,1.1613857633258526,0.0,7.199653300314316,1.1613857633258526,1.1613857633258526,0.1428571428571428,0,0,0,1,1,-0.0714285714285714,0.6428571428571429,0.2142857142857142,0,0,0,1,0,0,0,0,0,1,0,
73,mellencamp,18.47,,2,2021-05-01,663047726,324,30.4,16.0,5.0,1.0,1.0237940424464285,0.5327751464118576,7.377252239433262,1.7068281143745467,1.7068281143745467,1.2654849015566565,1.1334040732034223,0.0354987849819187,1.1696087976982183,0,1.1334040732034223,0.0,7.199653300314316,1.1334040732034223,1.1334040732034223,0.1666666666666666,0,0,0,1,1,0.0833333333333333,-0.0833333333333333,-0.0833333333333333,0,0,0,0,0,0,0,1,0,0,0,
74,downtown,18.5,,3,2021-05-01,663047726,324,26.2,51.0,5.45945945945946,0.2280405405405403,0.8103810578529872,0.4288657297672064,7.342614358359334,2.2143140109376103,0.9963478591862526,0.0828732453727364,0.5156991690329954,1.0217221540144097,0.9661912877088008,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.7027027027027027,-0.527027027027027,0.081081081081081,0,0,0,0,1,0,0,0,0,0,1,
75,king power,18.5,,3,2021-05-01,663047726,324,26.2,51.0,5.45945945945946,0.2280405405405403,0.8103810578529872,0.4288657297672064,7.342614358359334,2.2143140109376103,0.9963478591862526,0.0828732453727364,0.5156991690329954,1.0217221540144097,0.9661912877088008,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.7027027027027027,-0.527027027027027,0.081081081081081,0,0,0,0,1,0,0,0,0,0,1,
76,milla jean,18.02,,1,2021-05-01,663047728,324,29.4,31.0,4.195121951219512,-0.4451219512195123,0.1658745321764352,0.1845604039564233,7.261175937334412,0.4987268888002625,0.7306578367987714,-0.0540069093938362,1.279996654422423,1.3992239505524222,0.7709196842360085,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.0121951219512195,0.2317073170731707,0.2804878048780488,1,0,0,0,0,0,0,0,1,0,0,
77,good juan,18.06,,2,2021-05-01,663047728,324,32.3,1.95,3.0526315789473686,-0.7192982456140351,-0.5022414827757903,0.1025080986840887,7.233824056401577,-0.5802440843440299,-1.1264278277054731,-1.00189000644545,-0.1480351850169129,-0.0418269119384561,-0.5796848030900645,1,-0.0418269119384561,0.0,7.199653300314316,-0.0418269119384561,-0.0418269119384561,0.0263157894736842,0,0,0,0,1,3.5,2.223684210526316,1.605263157894737,0,1,0,0,0,0,0,0,0,1,0,
78,trelly belly,18.17,,3,2021-05-01,663047728,324,35.0,4.2,3.8333333333333335,0.0416666666666665,-0.0145662410206938,0.0183278475340156,7.205762831324344,0.8788973296138506,-0.2547905715206673,-0.5795212406316661,-0.7037298943000114,0.3219350596530765,-0.0674418634370835,1,0.3219350596530765,0.0,7.199653300314316,0.3219350596530765,0.3219350596530765,0.0416666666666666,0,0,0,0,1,0.0208333333333333,0.2083333333333333,0.3541666666666667,0,0,0,0,0,0,1,0,0,0,1,
79,blue highway,18.35,,4,2021-05-01,663047728,324,28.5,3.4,3.823529411764706,0.4264705882352939,-0.1920367404384962,0.0515263227095486,7.216829439838742,-1.6172045081135276,0.8948506798736416,-0.0693725235961798,-0.4868881521833547,-0.0005644378297076,-0.2558357883698256,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.2058823529411764,0.1323529411764706,0.088235294117647,0,0,0,1,0,0,0,0,0,1,0,
80,king blue,18.52,,5,2021-05-01,663047728,324,28.5,61.0,5.074074074074074,0.7592592592592586,0.4197758831352037,0.3647024632445758,7.321225732892153,-0.5412575348886972,0.8448034625994604,0.6918563212484199,1.8771040648829127,0.4888619626231891,0.672273655293057,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.8703703703703703,0.3518518518518518,0.5370370370370371,0,0,0,0,0,0,0,1,0,0,0,
81,federal elle,18.53,,6,2021-05-01,663047728,324,27.5,26.0,4.384615384615385,0.2972027972027966,0.1090706387964345,0.1081952057943343,7.235719835880477,-0.1695275811908122,0.1075483916012856,0.5136817878560954,0.7485350084659685,2.742980502144746,0.7886436217754567,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.1076923076923077,0.7769230769230769,0.8538461538461538,0,0,0,0,1,0,0,0,0,0,1,
82,united stand,18.58,,7,2021-05-01,663047728,324,33.1,16.0,4.166666666666667,-0.7777777777777781,0.1232804309442796,0.2708763044952907,7.289949074497512,-0.1391297030601417,2.8004509249885103,4.743219635093261,1.0724707436707153,0.6856970312446192,1.8325417263873929,0,0.6856970312446192,0.0,7.199653300314316,0.6856970312446192,0.6856970312446192,0.0119047619047619,0,0,0,0,1,0.8035714285714286,0.3928571428571428,0.1488095238095238,0,0,1,0,0,0,0,0,0,1,0,
83,lofty lass,17.87,,1,2021-05-01,663047731,324,28.3,8.5,3.5384615384615383,0.1282051282051282,-0.2879498321275298,-0.1501594097511112,7.149598127789604,-0.6817592425907578,-0.828234787003373,-0.8491598647766071,0.2180191016581603,0.9631767522717618,-0.2355916080881631,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,2.0384615384615383,1.3076923076923077,0.6923076923076923,1,0,0,0,0,0,0,0,1,0,0,
84,motown prince,17.99,,2,2021-05-01,663047731,324,34.2,16.0,4.761904761904762,-0.3619047619047615,0.0089503163265092,0.1038347952885434,7.234266306591119,-0.531428319623549,-0.2485983163564321,-0.5113255769590462,0.1574347227567049,2.375139108609132,0.2482443236853619,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.3095238095238095,-0.0952380952380952,-0.0238095238095238,0,1,0,0,0,0,0,0,0,1,0,
85,dubrovnik,18.13,,3,2021-05-01,663047731,324,28.2,2.4,2.857142857142857,2.142857142857143,-0.3668099273643427,-0.2003695855329905,7.1328607217527535,-1.3888358546601485,-0.3612709300421882,-0.3449648425702116,-1.8727304728089635,0.5271295539911015,-0.6881345092180821,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,1.7857142857142858,0.7142857142857143,0.2142857142857142,0,0,0,0,0,0,1,0,0,0,1,
86,pangai,18.24,,4,2021-05-01,663047731,324,35.3,5.5,3.9375,0.895833333333333,0.1379185962396933,0.3400625329194225,7.313012088702511,-0.0186239339398743,-0.1651509121839735,-0.27846370317465,0.8187277953891879,-0.153753672428157,0.0405471147325066,1,-0.153753672428157,0.0,7.199653300314316,-0.153753672428157,-0.153753672428157,0.0625,0,0,0,1,1,1.03125,0.40625,0.28125,0,0,0,0,1,0,0,0,0,0,1,
87,argo's flyer,18.3,,5,2021-05-01,663047731,324,31.5,3.5,3.4,0.0,-0.5366657069466787,-0.1820291424214672,7.1389744514593945,-1.035059754852962,-0.3711819538687342,0.7545421332171947,0.2052033155935431,-0.7394837362527149,-0.2371959992327346,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.5,-0.25,-0.2,0,0,0,0,0,0,0,1,0,0,0,
88,active zeus,18.36,,6,2021-05-01,663047731,324,29.8,16.0,3.3513513513513518,-0.4346846846846848,-0.262095674933971,-0.2023685621304122,7.1321943691170935,-0.89347431965376,0.7178233265587082,-0.0989592984581096,0.1843704246853564,0.1260632287960951,0.007164672385658,0,0.1260632287960951,0.0,7.199653300314316,0.1260632287960951,0.1260632287960951,0.027027027027027,0,0,0,0,1,1.027027027027027,1.0135135135135136,0.972972972972973,0,0,0,1,0,0,0,0,0,1,0,
89,money run,18.42,,7,2021-05-01,663047731,324,26.7,81.0,5.086956521739131,-0.7391304347826093,0.1280483743319916,0.0545579873369852,7.217840035819472,-0.2485983163564321,0.3435695682975416,0.7411460459889271,-0.6546313554695607,-0.1962439977369479,-0.0029516110552944,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.4565217391304347,-0.0434782608695652,0.1956521739130435,0,0,1,0,0,0,0,0,0,1,0,
90,alkira,18.52,,8,2021-05-01,663047731,324,25.9,11.0,3.5,0.3571428571428572,-0.4009773461299387,-0.3896770865281838,7.069755654689406,-0.7544784839563169,-0.4406248730470082,-0.3394764971765047,0.3330760712499971,0.3873647833105781,-0.1628277999238509,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.6363636363636364,-0.2272727272727272,-0.0909090909090909,0,0,0,0,0,1,0,0,0,0,1,
91,fox key,18.12,,5,2021-05-01,663047733,324,34.4,6.0,3.8333333333333335,2.1666666666666665,0.2485849097546179,0.1047437450000554,7.234569302152312,0.4648370970938696,-0.2004824538064515,0.2598692572046208,0.5956865988146498,-0.3216438131627182,0.1596533372287941,1,-0.3216438131627182,0.0,7.199653300314316,-0.3216438131627182,-0.3216438131627182,0.1666666666666666,0,0,0,0,1,0.75,0.9166666666666666,1.1666666666666667,0,0,0,0,0,0,0,0,1,0,0,
92,magic bow,18.37,,6,2021-05-01,663047733,324,30.1,5.0,4.833333333333333,0.2666666666666666,0.5941077921544423,0.4834337865726945,7.360804450490519,1.0026800312293411,0.3925915285036156,1.746955283341629,0.0103130284129491,-0.6294424045094005,0.5046194933956271,1,-0.6294424045094005,0.0,7.199653300314316,-0.6294424045094005,-0.6294424045094005,0.0555555555555555,0,0,0,1,1,1.0277777777777777,0.3055555555555556,0.3611111111111111,0,1,0,0,0,0,0,0,0,1,0,
93,remember thomas,18.02,,1,2021-05-01,663047734,324,37.2,3.6,2.833333333333333,0.1666666666666665,-0.2007643156332405,-0.1065043749420504,7.164150397957433,0.3007405012672194,-0.6068627626327227,-0.2485983163564321,0.7067735403803566,-0.8812776156112323,-0.1458449305905622,0,-0.8812776156112323,0.0,7.199653300314316,-0.8812776156112323,-0.8812776156112323,0.1666666666666666,0,0,0,1,1,1.5,1.3333333333333333,1.0,1,1,0,0,0,0,0,0,0,1,0,
94,boree belle,18.03,,2,2021-05-01,663047734,324,27.4,4.4,3.625,-1.0865384615384617,-0.3347918968616685,-0.1231232912431993,7.158610533862292,-0.2624687503908518,-0.6875998933114884,-1.0939873303823868,0.0743765511964498,-0.6294424045094005,-0.5198243654795356,1,-0.6294424045094005,0.0,7.199653300314316,-0.6294424045094005,-0.6294424045094005,0.03125,0,0,0,1,1,1.109375,0.4375,0.375,0,0,1,0,0,0,0,0,0,1,0,
95,kotoni banner,18.07,,3,2021-05-01,663047734,324,29.5,3.1,2.85,-0.8500000000000001,-0.7000798868272323,-0.1565161997033132,7.147479111616803,-1.0235392924994506,-1.3001158483278463,-1.0924743253370537,0.0495540511122841,0.0771597754949209,-0.6578831279114291,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,1.4,0.525,0.125,0,0,0,0,0,1,0,0,0,0,1,
96,all too cold,18.17,,4,2021-05-01,663047734,324,34.7,8.5,4.2,0.0857142857142854,-0.0384583146570688,0.3028519085885347,7.300608042737479,3.639012346548559,-0.009897306233291,-1.5527248775437457,-0.2247140199380088,0.438826254349785,0.4581004794366596,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,-0.1,0.1,0.4,0,0,0,1,0,0,0,0,0,1,0,
97,we're on lad,18.31,,5,2021-05-01,663047734,324,30.8,4.8,3.75,-0.0833333333333334,-0.2885306509434354,0.0545332723878535,7.217831797167997,0.4162844601877017,-1.3900607645544112,1.357652979792691,-0.6148988224582437,0.6517144677855802,0.0841384641506636,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,1.2916666666666667,1.2083333333333333,0.9583333333333334,0,0,0,0,0,0,0,0,1,0,0,
98,tara swift,18.4,,6,2021-05-01,663047734,324,29.6,26.0,4.583333333333333,-1.833333333333333,0.0353655498993546,0.1394413383431191,7.246135637048395,-0.7550277483294295,-0.5829784662143077,0.8681699550687104,0.2571955741030769,0.3610163355984732,0.0296751300453046,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.375,0.7083333333333334,0.7083333333333334,0,0,0,0,0,0,0,1,0,0,0,
99,june twenty six,18.44,,7,2021-05-01,663047734,324,28.4,101.0,4.377358490566038,0.1226415094339623,0.02795462859657,0.0373991157911103,7.212120179321756,0.1082475402008937,-0.0439982287680316,0.4127390781387354,-0.4635569841222081,-0.0336396485906561,-0.0040416486282533,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.2169811320754717,0.1415094339622641,0.1415094339622641,0,0,0,0,1,0,0,0,0,0,1,
100,here comes joe,17.83,,1,2021-05-01,663047736,324,37.0,2.4,3.131578947368421,-0.9497607655502396,-0.8193517227955532,-0.3336559464619849,7.088430127609168,-0.8848328023462683,0.4233087924957052,-1.0509460207388963,1.2954031890570257,-1.0211860662233634,-0.2476505815511594,0,-1.0211860662233634,0.0,7.199653300314316,-1.0211860662233634,-1.0211860662233634,0.0263157894736842,0,0,0,1,1,0.75,0.0263157894736842,0.0394736842105263,1,0,0,1,0,0,0,0,0,1,0,
101,bill bath,17.88,,2,2021-05-01,663047736,324,34.8,11.0,3.4791666666666665,0.2855392156862746,-0.5645989021268035,-0.0146802159916335,7.194759695941609,-0.3657289948692939,0.7058344229005378,0.340252183299391,-0.4611664843459814,-0.5071166183964426,-0.0575850982823578,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,1.5625,0.6770833333333334,0.5208333333333334,0,1,0,0,0,0,0,0,0,1,0,
102,optimus steel,17.89,,3,2021-05-01,663047736,324,33.6,51.0,3.5142857142857142,-0.5142857142857142,-0.5428481042511436,-0.7191446143632876,6.959928678315356,0.3236513717393822,0.2052033155935431,-0.6276070098155487,0.8650042962398379,-0.293662123040288,0.0945179701433852,0,-0.293662123040288,0.0,7.199653300314316,-0.293662123040288,-0.293662123040288,0.0285714285714285,0,0,0,0,1,-0.3285714285714285,-0.5142857142857142,-0.0714285714285714,0,0,0,0,0,0,0,0,1,0,0,
103,big trump banner,17.93,,4,2021-05-01,663047736,324,32.7,4.0,3.0,1.0,-0.6946970171580806,-0.8084576904637836,6.930156441994415,-1.8727304728089635,-0.3253972779387883,-0.6916746853783637,-0.3731014954024697,0.517806890510058,-0.5490194082037055,0,0.517806890510058,0.0,7.199653300314316,0.517806890510058,0.517806890510058,0.0769230769230769,0,0,0,1,1,0.0384615384615384,0.1153846153846153,0.1923076923076923,0,0,0,0,0,0,1,0,0,0,1,
104,keeping on,17.93,,4,2021-05-01,663047736,324,32.7,4.0,3.0,1.0,-0.6946970171580806,-0.8084576904637836,6.930156441994415,-1.8727304728089635,-0.3253972779387883,-0.6916746853783637,-0.3731014954024697,0.517806890510058,-0.5490194082037055,0,0.517806890510058,0.0,7.199653300314316,0.517806890510058,0.517806890510058,0.0769230769230769,0,0,0,1,1,0.0384615384615384,0.1153846153846153,0.1923076923076923,0,0,0,0,0,0,1,0,0,0,1,
107,snooze mcgraw,17.96,,6,2021-05-01,663047736,324,33.0,5.5,3.1666666666666665,0.7333333333333334,-0.6728185341279977,-0.3112440350580817,7.095901068616398,-1.0425776351282248,-1.1617185698942083,-0.4505405550201285,-1.0939873303823868,-0.7693508551215315,-0.9036349891092958,1,-0.7693508551215315,0.0,7.199653300314316,-0.7693508551215315,-0.7693508551215315,0.0416666666666666,0,0,0,1,1,1.5416666666666667,0.6458333333333334,0.5625,0,0,0,0,0,1,0,0,0,0,1,
108,lockout paws,18.05,,7,2021-05-01,663047736,324,25.2,7.0,2.8125,0.5208333333333335,-0.6269831860636149,-0.5434354347975943,7.018500787195608,-0.2630586439154607,-0.6276070098155487,-0.9254582123668548,-0.5086450998976846,-0.7133874748766711,-0.6076312881744439,0,-0.7133874748766711,0.0,7.199653300314316,-0.7133874748766711,-0.7133874748766711,0.0625,0,0,0,0,1,0.625,1.0,0.5625,0,0,0,0,1,0,0,0,0,0,1,
109,starburst leo,18.09,,8,2021-05-01,663047736,324,32.1,19.0,3.484848484848485,1.1515151515151518,-0.4387680636028271,-0.5578174337075493,7.013706592560178,-0.6771912793554756,-0.7602478885517897,0.6101861631874157,1.1915824275616294,-0.0157906557294243,0.069707753422471,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,0.0,-0.1666666666666666,0.106060606060606,0,0,1,0,0,0,0,0,0,1,0,
110,benji buttons,17.87,,1,2021-05-01,663047737,324,32.6,2.7,2.7681159420289854,0.4318840579710148,-0.7281128000404681,-0.4441027191216915,7.051613039226611,-0.3449648425702116,-0.1373233195794263,0.1118465080095234,-1.108432987419536,-0.0138452218160259,-0.2985439726751352,0,-0.0138452218160259,0.0,7.199653300314316,-0.0138452218160259,-0.0138452218160259,0.0144927536231884,0,0,0,0,1,0.8840579710144928,0.5869565217391305,0.2391304347826087,1,0,0,0,0,1,0,0,0,0,1,
111,supersonic blue,17.97,,2,2021-05-01,663047737,324,33.7,4.8,3.5185185185185186,-0.9629629629629632,-0.2853768422800736,-0.1421877807418275,7.152255445542944,-0.4396726877037848,-0.7262842447248222,0.5686578585892587,1.87679945343124,1.0906584862295003,0.4740317731642783,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.8888888888888888,0.5740740740740741,0.1481481481481481,0,0,1,0,0,0,0,0,0,1,0,
112,old mick banner,18.02,,3,2021-05-01,663047737,324,32.8,2.0,3.0434782608695654,-0.0434782608695654,-0.6634889749466697,-0.4415041136516294,7.052479276283238,-0.3235755718549169,0.6192471335346976,0.0287898988132093,-0.7459854863241392,-0.5760418194721303,-0.1995131690606559,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.6304347826086957,-0.6630434782608695,-0.2608695652173913,0,0,0,0,0,0,1,0,0,0,1,
113,bjorn ironside,18.16,,4,2021-05-01,663047737,324,34.4,71.0,3.533333333333333,-0.315942028985507,-0.4041180847050269,-0.1295643280534934,7.156463434261196,-0.2547905715206673,0.1370386529391294,-0.424612651190327,-0.2058119184631938,0.6411077315921144,-0.0214137513285888,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,0.4416666666666666,0.3166666666666666,0.2833333333333333,0,0,0,1,0,0,0,0,0,1,0,
114,blossoming rose,18.32,,5,2021-05-01,663047737,324,29.2,51.0,4.5,0.6724137931034484,-0.0303817351380264,-0.345198530125953,7.084582443220701,0.1425130429801261,0.0156736903073276,0.0751757564843286,-0.5931552025220928,0.928230643786161,0.1136875862071701,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.9013157894736842,-0.3421052631578947,0.0197368421052631,0,0,0,0,1,0,0,0,0,0,1,
115,ducati george,18.42,,6,2021-05-01,663047737,324,31.2,15.0,2.7857142857142856,-0.5225563909774436,-0.5472647267842391,-0.5956885050583136,7.001082388633829,-1.5282355510150043,-1.1278447805812288,0.1784438747758199,4.716877493077211,0.657715341122189,0.5793912754757974,0,0.657715341122189,0.0,7.199653300314316,0.657715341122189,0.657715341122189,0.0238095238095238,0,0,0,0,1,0.8333333333333334,0.5952380952380952,0.5714285714285714,0,1,0,0,0,0,0,0,0,1,0,
116,te awa kiss,18.44,,7,2021-05-01,663047737,324,28.1,26.0,4.3515625,0.2298328488372094,-0.0043248486786381,-0.0839986046406811,7.171652626536406,0.9340526413057636,1.6665975981227492,0.1080262249844916,0.8552864723795492,0.599082958986957,0.832609179155902,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,-0.265625,-0.1484375,0.08984375,0,0,0,0,0,0,0,0,1,0,0,
117,bella's choice,17.89,,1,2021-05-01,663047738,324,32.9,14.0,3.0,-0.6000000000000001,-0.5351416607879611,-0.6563999735967172,6.980844409296035,0.3727530427524071,-0.2819169870373682,-0.2819169870373682,-1.3380872650038431,-1.2780877069551986,-0.5614511806562742,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,1.0185185185185186,0.2777777777777778,0.0555555555555555,1,0,0,0,0,0,0,1,0,0,0,
