,DogName,RunTime,Split,Place,Date,RaceId,Distance,Weight,StartPrice,mean_place,mean_in_race_pos,time_z_avg,split_z_avg,pred_split1,t1,t2,t3,t4,t5,last_5_avg,in_form,ctime_z_avg,csplit_z_avg,pred_split2,at_cas_dist_time,at_cas_dist_time_avg,at_cas_perc,in_form2,faster_inside,next_to_faster,collision,first_out,pir1,pir2,pir3,Win,b1,b2,b3,b4,b5,b6,b7,b8,i1,i2,price
4519,wicked cyclone,17.45,6.97,1,2022-09-03,820706338,324,33.4,1.25,2.2222222222222223,0.3777777777777777,-1.039803897389964,-0.4861048957552126,7.037611744194291,-1.4700141761874603,0.672478620084655,-1.636783248916728,-1.4129297279373163,-2.308343811854943,-1.2311184689623589,1,-1.8501436361002244,-0.703931268121233,6.965,-2.308343811854943,-1.8501436361002197,0.4444444444444444,1,0,0,1,1,1.2777777777777777,0.0833333333333333,-0.0555555555555555,1,0,0,0,0,0,1,0,0,0,1,
4520,ritza daniel,17.66,7.17,2,2022-09-03,820706338,324,35.5,6.5,3.5538461538461537,-0.0738461538461536,-0.6824051551877927,-0.3483901369770574,7.083518530996832,-1.5868053995887328,-0.8054857095643336,-1.4688931081821766,-1.2730212773251952,-1.6088015587942976,-1.3486014106909472,1,-1.4844384915835205,-0.392277278165398,7.068888888888889,-1.6088015587942976,-1.4844384915835267,0.1384615384615384,1,1,1,0,1,1.2461538461538462,0.5846153846153846,0.3384615384615385,0,0,1,0,0,0,0,0,0,1,0,
4521,romantic storm,17.8,7.21,3,2022-09-03,820706338,324,35.5,34.0,2.909090909090909,0.3014354066985647,-0.7778717276404132,-0.112433286828074,7.162174013608089,-0.4280214517665331,-0.3864931471683687,-0.781012040850872,0.0758305428980899,-1.0301818684398218,-0.5099755930655011,0,-0.8980666296846864,0.0128315573144393,7.203930660062864,-0.7413691649991013,-0.8980666296846884,0.0757575757575757,0,1,1,0,1,1.378787878787879,0.9772727272727272,0.6136363636363636,0,0,0,0,0,0,0,1,0,0,0,
4522,here comes joe,17.81,7.07,4,2022-09-03,820706338,324,36.0,8.0,2.9148936170212765,-0.2392179413456006,-0.9741778780916548,-0.3766569697204628,7.07409587015897,-0.2097170526730074,-1.105131136590634,-0.6014607143869702,-1.4688931081821766,-0.2282054991087994,-0.7226815021883175,0,-1.2781088573474515,-0.4163811619695574,7.060853934140914,-1.4688931081821766,-1.2781088573474495,0.4680851063829787,1,0,0,0,1,0.8138297872340425,0.2340425531914893,0.3031914893617021,0,1,0,0,0,0,0,0,0,1,0,
4523,cosmic belle,17.81,7.07,4,2022-09-03,820706338,324,36.0,8.0,2.9148936170212765,-0.2392179413456006,-0.9741778780916548,-0.3766569697204628,7.07409587015897,-0.2097170526730074,-1.105131136590634,-0.6014607143869702,-1.4688931081821766,-0.2282054991087994,-0.7226815021883175,0,-1.2781088573474515,-0.4163811619695574,7.060853934140914,-1.4688931081821766,-1.2781088573474495,0.4680851063829787,1,0,0,0,1,0.8138297872340425,0.2340425531914893,0.3031914893617021,0,1,0,0,0,0,0,0,0,1,0,
4526,big otis banner,18.01,7.33,6,2022-09-03,820706338,324,35.2,17.0,2.4285714285714284,0.5714285714285716,-1.1492322363720522,-0.4907932237389777,7.036048904632862,-1.3651439770229044,-0.6294424045094005,-0.8532959254888022,-0.8812776156112323,-0.7973325452439517,-0.9052984935752584,0,-1.007195221162145,-0.3679449345645678,7.077,-0.7973325452439517,-1.007195221162153,0.4761904761904761,0,1,1,0,1,1.1666666666666667,0.1428571428571428,0.3095238095238095,0,0,0,1,0,0,0,0,0,1,0,
4527,clanda's miss,18.09,7.27,7,2022-09-03,820706338,324,29.5,81.0,4.428571428571429,-0.5952380952380953,0.0332931260191345,0.0768838240614441,7.225282284099841,0.1591603253352647,-1.2554485392397037,-0.1555044272834801,-0.0181179122651304,-0.0524645410197178,-0.2644750188945534,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,0,0,1,0.7321428571428571,0.2321428571428571,-0.1964285714285714,0,0,0,0,0,0,0,0,1,0,0,
4528,french rose,17.94,7.15,1,2022-09-03,820706339,324,27.9,1.85,3.721311475409836,-0.3879781420765025,-0.3334959886837934,0.0153893849888988,7.204783303968068,0.0700998485512447,0.3219350596530765,0.5737702707549084,-0.1817353625505871,-0.0698086020608863,0.1428522428695512,0,-0.0011262717603831,0.0719462635092148,7.223636363636364,-0.0698086020608863,-0.0011262717603894,0.180327868852459,1,1,1,0,1,-0.4426229508196721,0.0983606557377049,0.1885245901639344,1,0,0,1,0,0,0,0,0,1,0,
4529,chicago merc,18.13,7.1,2,2022-09-03,820706339,324,29.7,18.0,4.678571428571429,0.1109022556390977,0.0585832287462701,0.0336577341325099,7.210873001374583,-1.1858414960349266,0.4124300142548241,0.5116224430108456,1.1485936281551778,0.3366161936542727,0.2446841566080387,0,-0.6294424045093971,-0.3089473343269395,7.096666666666667,-1.133112826713064,-0.6294424045094005,0.0535714285714285,1,0,0,0,1,0.1607142857142857,0.0089285714285714,0.0535714285714285,0,0,0,0,1,0,0,0,0,0,1,
4530,phantom owl,18.26,7.25,3,2022-09-03,820706339,324,32.7,18.0,3.7666666666666666,2.2333333333333334,0.1496166125948607,0.2169179095889261,7.271962211265488,0.377898439897927,0.0700998485512447,0.0421181584288244,0.2659716794082261,0.377898439897927,0.2267973132368298,0,0.3592439798163124,0.3676918096413443,7.322222222222222,0.377898439897927,0.3592439798163068,0.3,0,1,1,0,1,1.1666666666666667,0.5333333333333333,0.0666666666666666,0,0,0,0,0,0,0,1,0,0,0,
4531,jagora bale,18.28,7.21,4,2022-09-03,820706339,324,25.5,3.4,3.758241758241758,-0.2982417582417582,-0.3426761081157775,-0.500209178073408,7.032910125521544,-0.1753064652900332,-0.1955856459155779,-0.4868881521833547,0.3654560540594861,-0.3508108225408803,-0.168627006374072,0,0.4562471722407215,0.126618909135025,7.241861320125726,0.2100082991633757,0.4562471722407255,0.0549450549450549,1,0,1,0,1,0.0934065934065934,0.3021978021978022,0.4230769230769231,0,1,0,0,0,0,0,0,0,1,0,
4532,you know why,18.37,7.3,5,2022-09-03,820706339,324,26.7,12.0,3.9220779220779214,-0.3414327607875997,-0.0302439853463191,-0.01820288622326,7.193585424768833,0.6932427723837372,-0.6747405701871403,2.6658372407962387,0.0495540511122841,-0.3449648425702116,0.4777857303069817,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,0,1,1.1623376623376624,0.5584415584415584,0.2272727272727272,0,0,1,0,0,0,0,0,0,1,0,
4533,zellie park,18.4,7.24,6,2022-09-03,820706339,324,27.6,17.0,4.3125,0.6875,0.4205210274928274,0.1742124203294171,7.257726469155286,-0.1794385310640476,0.702687025294122,-0.3288425287739776,0.1743426195519226,1.1613857633258526,0.3060268696667744,1,0.9095505522240208,0.1960321253341199,7.265000000000001,1.1613857633258526,0.9095505522240208,0.0625,0,1,0,0,1,-0.234375,0.046875,0.140625,0,0,0,0,0,0,0,0,1,0,0,
4534,honey money,18.51,7.46,7,2022-09-03,820706339,324,27.4,26.0,4.097222222222222,-0.0972222222222223,-0.0701349936091268,-0.1699245990620289,7.1430094633657,-0.0240166722716998,1.329275904060404,0.7114747614171257,-0.1527277268599112,0.377898439897927,0.4483809412487691,0,0.8046192142649227,0.2110315152250421,7.27,0.377898439897927,0.8046192142649201,0.0555555555555555,1,1,0,0,1,0.0902777777777777,0.1111111111111111,0.3888888888888889,0,0,0,0,0,0,1,0,0,0,1,
4535,tricky shacoby,18.55,7.35,8,2022-09-03,820706339,324,32.1,11.0,4.518518518518518,0.2592592592592595,0.2105429912534612,0.3081407104714287,7.302371048406828,0.4058801300203571,1.2173491435707031,0.4618435102652076,0.6856970312446192,1.6370744954070962,0.8815688621015966,0,0.4991524304284433,0.2743622725422706,7.291111111111111,1.6370744954070962,0.4991524304284379,0.3333333333333333,0,1,1,0,1,1.3148148148148149,1.0740740740740742,0.8518518518518519,0,0,0,0,0,1,0,0,0,0,1,
4536,king of hearts,17.88,7.19,1,2022-09-03,820706340,324,32.5,15.0,3.41025641025641,-0.4578754578754576,-0.6127398527566206,-0.2789754166761789,7.106657712258761,-0.8253142353663819,0.3711737567098183,-0.0977902921833065,-0.433570573652419,-0.4895339538972694,-0.2950070596779117,0,-0.8401981130910745,-0.3411400737441575,7.085935317041339,-0.4895339538972694,-0.8401981130910663,0.6025641025641025,0,0,0,1,1,2.391025641025641,1.0320512820512822,0.4294871794871794,1,0,0,0,0,0,1,0,0,0,1,
4537,cleary banner,17.95,7.18,2,2022-09-03,820706340,324,35.2,1.55,2.5,-1.5,-0.472636640088206,-0.3692464734268016,7.076566136065634,0.9794659860646986,-1.1423426581143257,-0.2376987427954376,-0.3800569482013283,-0.5454973341421199,-0.2652259394377025,0,-0.7087238598562712,-0.2739487579147867,7.108333333333333,-0.5454973341421199,-0.7087238598562711,0.6,0,0,0,0,1,0.95,-0.25,0.2,0,1,0,0,0,0,0,0,0,1,0,
4538,pumpkin eater,17.98,7.26,3,2022-09-03,820706340,324,30.6,7.5,3.1481481481481484,-0.1481481481481483,-0.0639085472441271,0.0415484395024513,7.213503343484271,-0.5406195955834464,0.0527568259016311,1.5297969937182392,-0.8253142353663819,-1.105131136590634,-0.1777022295841183,1,-0.3146483906321081,0.0757769920187076,7.224913325078579,-1.105131136590634,-0.3146483906321081,0.2962962962962963,1,1,1,1,1,1.3703703703703705,1.3148148148148149,0.5925925925925926,0,0,0,1,0,0,0,0,0,1,0,
4539,romantic style,18.01,7.17,4,2022-09-03,820706340,324,28.3,4.4,3.071428571428572,-0.0714285714285716,0.0329853844734998,-0.3163043430834911,7.094214230664251,0.2058212710899725,-0.7759972376968637,-1.0301818684398218,-0.0127384057849477,-0.5646983332180678,-0.4355589148099457,1,0.1120723837348849,0.0310388365339714,7.21,0.2100082991633757,0.1120723837348849,0.1428571428571428,0,1,1,1,1,-0.6428571428571429,-0.5714285714285714,-0.0714285714285714,0,0,0,0,0,0,0,0,1,0,0,
4540,bega boy,18.05,7.17,5,2022-09-03,820706340,324,32.3,18.0,3.8684210526315783,0.0315789473684211,-0.0955734772330828,0.1210612448289857,7.240008690003283,-0.462751305728626,-0.4615522637748392,-0.0049045464291587,-0.4055888835299888,-0.9932043761009332,-0.4656002751127092,1,-0.261016817897459,-0.0102528213640706,7.196235554179763,-0.9932043761009332,-0.2610168178974578,0.631578947368421,1,1,1,1,1,-0.0131578947368421,0.5,0.3552631578947368,0,0,0,0,0,0,0,1,0,0,0,
4541,roll on one,18.23,7.31,6,2022-09-03,820706340,324,34.7,101.0,4.1891891891891895,-0.2236719478098789,-0.1867337926484744,-0.2125672164658501,7.1287946793931765,0.657715341122189,-0.4130694059026188,-0.1257719823057367,-0.0101924290892333,-0.2097170526730074,-0.0202071057696814,0,-0.1377641352153457,-0.0221910068011936,7.192255997169799,-0.2097170526730074,-0.1377641352153482,0.4729729729729729,1,1,1,0,1,-0.1756756756756756,-0.1486486486486486,-0.1081081081081081,0,0,1,0,0,0,0,0,0,1,0,
4542,elite bullet,18.35,7.36,7,2022-09-03,820706340,324,30.8,26.0,4.476190476190476,0.2380952380952381,0.1606657441773697,0.1457684180740983,7.2482447494112945,0.4529422128703084,-0.8290287131682015,0.5552340928601689,-0.5454973341421199,0.0001978919608061,-0.0732303699238075,1,-0.5454973341421199,-0.1489538421570979,7.15,-0.5454973341421199,-0.5454973341421199,0.0476190476190476,0,1,1,0,1,-0.7619047619047619,0.0,-0.0476190476190476,0,0,0,0,0,1,0,0,0,0,1,
4543,natty's gone,18.87,7.47,8,2022-09-03,820706340,324,27.5,101.0,4.695652173913044,0.2567287784679086,-0.029100049392241,-0.3184484024850972,7.093499515126754,0.2100082991633757,2.5655375592833454,1.9394903807830592,0.952262137763383,2.372907658206331,1.6080412070398988,0,0.3275313976775645,-0.1071635618129411,7.163930660062864,0.2100082991633757,0.3275313976775586,0.072463768115942,1,1,1,1,1,0.2753623188405797,0.6666666666666666,1.0579710144927537,0,0,0,0,1,0,0,0,0,0,1,
4544,lithgow road,17.89,7.22,2,2022-09-03,820706341,324,31.1,2.2,3.8,-0.7999999999999998,-0.2630162461730964,-0.0834894906878692,7.17182233809018,0.8681391834740161,-1.2491811290365544,0.251443946820451,-0.3881506868794431,-0.7973325452439517,-0.2630162461730964,0,-0.7973325452439517,-0.1489538421570979,7.15,-0.7973325452439517,-0.7973325452439517,0.2,0,0,1,1,1,0.9,0.0,-0.1,0,0,1,0,0,0,0,0,0,1,0,
4545,bugatti leap,18.21,7.25,4,2022-09-03,820706341,324,34.1,81.0,5.133333333333334,0.2952380952380951,0.4976131569656521,0.4478397816267583,7.348939299572788,-0.4803018445494252,0.3330760712499971,1.0671000440445997,0.8535871719791704,0.6272092530452338,0.4801341391539151,1,0.8535871719791704,0.2710290747887324,7.29,0.8535871719791704,0.8535871719791704,0.0666666666666666,0,0,1,1,1,0.6,-0.1,0.1333333333333333,0,1,0,0,0,0,0,0,0,1,0,
4546,monster of power,18.25,7.21,5,2022-09-03,820706341,324,34.5,71.0,4.9,0.7666666666666666,0.8682369535125479,-0.4165824384669546,7.060786839246101,1.4412026645501148,0.0421181584288244,0.0141364683063942,0.3219350596530765,0.5457885806324881,0.4730361863141796,1,0.8359145255860583,-0.4901020814404038,7.036279294769928,0.5457885806324881,0.8359145255860562,0.95,1,1,0,1,1,2.6,0.75,0.35,0,0,0,0,0,0,0,1,0,0,0,
4547,black ghost,18.3,7.33,6,2022-09-03,820706341,324,34.9,23.0,3.3529411764705883,-0.4640522875816995,-0.057725621183864,-0.3004163417055689,7.099510446541518,-1.6078700239044674,0.0226992760000064,-0.4222852919308857,-0.6869265444666036,0.2644964187380737,-0.4859772331127753,1,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,1,1,1,1,0.4117647058823529,0.1764705882352941,0.2352941176470588,0,0,0,0,1,0,0,0,0,0,1,
4548,el patron,18.42,7.48,7,2022-09-03,820706341,324,38.9,31.0,4.4,-2.4000000000000004,0.6409263270487329,0.6010156523890277,7.399999999999999,2.560470269447143,0.4898252003876377,0.1540449189185253,0.0700998485512447,-0.0698086020608863,0.6409263270487329,0,0.6409263270487329,0.6010156523890277,7.399999999999999,-0.0698086020608863,0.6409263270487429,1.0,1,1,1,1,1,1.6,2.0,1.4,0,0,0,0,0,0,1,0,0,0,1,
4549,hidden quality,18.5,7.49,8,2022-09-03,820706341,324,32.8,26.0,4.676470588235294,0.3235294117647056,0.3714299909184124,-0.4969329439841973,7.034002247972202,-0.153753672428157,0.5457885806324881,-0.3776071934075686,-0.3411449067549906,1.1732646064567962,0.1693094828997136,1,0.3419219811690967,-4.100221693422982,5.832857142857143,-0.3776071934075686,0.3419219811691024,0.2058823529411764,1,0,0,1,1,1.7352941176470589,1.3529411764705883,0.6176470588235294,0,0,0,0,0,1,0,0,0,0,1,
4550,skipper's light,18.17,7.32,1,2022-09-03,820706342,324,34.8,2.3,3.764705882352941,-0.164705882352941,0.025602253983332,0.208790310326393,7.2692529013130045,-0.2812634963400355,1.316167341356108,-0.2376987427954376,0.4054828361264922,0.2659716794082261,0.2937319235510706,0,-0.1397628273669469,0.2378224056782773,7.278930660062863,0.2659716794082261,-0.1397628273669468,0.5882352941176471,0,1,1,0,1,1.1470588235294117,1.2941176470588236,0.7941176470588235,1,0,0,0,0,1,0,0,0,0,1,
4551,it's a moment,18.17,7.32,1,2022-09-03,820706342,324,34.8,2.3,3.764705882352941,-0.164705882352941,0.025602253983332,0.208790310326393,7.2692529013130045,-0.2812634963400355,1.316167341356108,-0.2376987427954376,0.4054828361264922,0.2659716794082261,0.2937319235510706,0,-0.1397628273669469,0.2378224056782773,7.278930660062863,0.2659716794082261,-0.1397628273669468,0.5882352941176471,0,1,1,0,1,1.1470588235294117,1.2941176470588236,0.7941176470588235,1,0,0,0,0,1,0,0,0,0,1,
4554,garth looks,18.24,7.21,3,2022-09-03,820706342,324,31.5,23.0,5.2,0.6333333333333329,0.8687774974288064,0.2694485158090805,7.289473125576725,0.7416604114894696,0.0629046065015,1.38609455504476,0.3716586098413088,0.5737702707549084,0.6272176907263893,1,0.8007328684145869,0.2407991712841921,7.279922955625404,0.5737702707549084,0.80073286841459,0.6,1,1,1,1,1,-0.0666666666666666,0.0666666666666666,0.2666666666666666,0,0,0,1,0,0,0,0,0,1,0,
4555,king of sting,18.24,7.21,3,2022-09-03,820706342,324,31.5,23.0,5.2,0.6333333333333329,0.8687774974288064,0.2694485158090805,7.289473125576725,0.7416604114894696,0.0629046065015,1.38609455504476,0.3716586098413088,0.5737702707549084,0.6272176907263893,1,0.8007328684145869,0.2407991712841921,7.279922955625404,0.5737702707549084,0.80073286841459,0.6,1,1,1,1,1,-0.0666666666666666,0.0666666666666666,0.2666666666666666,0,0,0,1,0,0,0,0,0,1,0,
4558,pockets pontoon,18.33,7.35,6,2022-09-03,820706342,324,33.3,81.0,4.4523809523809526,-0.2170868347338936,0.6444047365737281,0.8484736360417132,7.482489349717632,0.3536202235124388,0.8798328388139258,1.195666896910203,0.5675494928050998,0.3258564840327249,0.6645051872148785,0,1.1334040732034223,1.0509973491167042,7.55,1.1334040732034223,1.1334040732034223,0.0238095238095238,0,1,1,0,1,1.7142857142857142,1.8928571428571428,1.630952380952381,0,0,0,0,0,0,0,0,1,0,0,
4559,fawn flash,18.46,7.37,7,2022-09-03,820706342,324,36.0,61.0,5.769230769230769,0.1474358974358978,0.7876536531310595,0.4308728807323587,7.34328343589507,1.650545529167542,0.5674039026951773,1.3228510555393052,1.433836890455906,2.23854457413824,1.442636390399234,0,0.258976256877621,0.278398762640178,7.29245666253929,0.9095505522240208,0.258976256877626,0.2051282051282051,0,1,1,1,1,-0.1282051282051282,0.0641025641025641,0.0512820512820512,0,0,0,0,1,0,0,0,0,0,1,
4560,mo'orea pearl,18.64,7.43,8,2022-09-03,820706342,324,26.3,41.0,4.809523809523809,-0.5595238095238093,0.3273091798400875,0.2539657032977727,7.284311978148763,1.5463777085988577,0.5904203710111191,-0.2665686870613901,0.967112759139508,0.657715341122189,0.6990114985620567,0,0.3639075948367168,0.1360345657704297,7.245,0.657715341122189,0.3639075948367168,0.0952380952380952,0,1,1,0,1,-0.1428571428571428,-0.238095238095238,-0.1428571428571428,0,0,1,0,0,0,0,0,0,1,0,
4561,toad's turnpike,17.86,7.15,1,2022-09-03,820706343,324,30.9,1.65,3.0,0.75,-0.1435850132164045,0.0098326842506748,7.202930995047962,1.6205146100157743,-0.2094571229974391,-0.6854057847542508,-0.6854057847542508,-0.5734790242645501,-0.1066466213509433,0,-0.6480968645910172,-0.2589493680238645,7.113333333333333,-0.5734790242645501,-0.6480968645910206,0.4285714285714285,0,0,0,1,1,0.8571428571428571,-0.2142857142857142,0.1428571428571428,1,0,0,1,0,0,0,0,0,1,0,
4562,omnipotent blue,17.98,7.15,2,2022-09-03,820706343,324,31.5,8.0,4.928571428571429,0.4714285714285715,0.628690911862489,-0.0430776698451495,7.185293492962678,1.9678886916969465,-0.293662123040288,0.4618435102652076,-0.2097170526730074,-0.293662123040288,0.326538180641714,1,-0.0220751306755683,-0.0801331120693365,7.172941176470588,-0.293662123040288,-0.0220751306755753,0.6071428571428571,1,1,0,1,1,-0.9642857142857144,-1.3392857142857142,-0.8571428571428571,0,0,0,0,0,0,0,1,0,0,0,
4563,zinzan man,18.16,7.25,3,2022-09-03,820706343,324,35.5,7.0,4.5,0.5,0.3866923856692743,0.0987343154075728,7.232566077475781,0.5014129659637564,0.045752106394448,0.3001389066333999,0.2197725283999533,-0.1817353625505871,0.1770682289681941,1,0.2180030677697829,0.0094625571537786,7.202807614330617,-0.1817353625505871,0.21800306776978,0.4375,1,1,1,1,1,-0.21875,-0.21875,-0.28125,0,0,1,0,0,0,0,0,0,1,0,
4564,aquarian,18.17,7.39,4,2022-09-03,820706343,324,28.9,10.0,4.8,2.2,0.4627894533590962,0.3080151311176414,7.30232918691956,1.8096943516111008,0.0141364683063942,0.3219350596530765,-0.2656804329178677,0.4338618201427774,0.4627894533590962,0,0.1260632287960951,0.2710290747887324,7.29,0.4338618201427774,0.1260632287960951,0.8,0,1,1,1,1,-0.8,0.0,-1.4,0,0,0,0,1,0,0,0,0,0,1,
4565,our dasher,18.23,7.34,5,2022-09-03,820706343,324,32.3,34.0,4.4423076923076925,0.1410256410256405,-0.1137412200321913,0.2979578136260383,7.2989766113932415,-0.3776071934075686,0.7976237917343201,0.3499167497755067,0.022593834282366,0.7343053272649762,0.3053665019299201,0,0.120466890771615,0.4090234617852195,7.336,0.3499167497755067,0.120466890771613,0.0961538461538461,0,1,1,0,1,2.7403846153846154,1.8365384615384612,0.8076923076923077,0,0,0,0,0,1,0,0,0,0,1,
4566,jerry's mate,18.23,7.34,5,2022-09-03,820706343,324,32.3,34.0,4.4423076923076925,0.1410256410256405,-0.1137412200321913,0.2979578136260383,7.2989766113932415,-0.3776071934075686,0.7976237917343201,0.3499167497755067,0.022593834282366,0.7343053272649762,0.3053665019299201,0,0.120466890771615,0.4090234617852195,7.336,0.3499167497755067,0.120466890771613,0.0961538461538461,0,1,1,0,1,2.7403846153846154,1.8365384615384612,0.8076923076923077,0,0,0,0,0,1,0,0,0,0,1,
4569,testimony,18.25,7.35,7,2022-09-03,820706343,324,29.4,101.0,4.732142857142857,-0.9821428571428568,0.4311427748313514,0.3234040545595292,7.307459036718051,-0.2796126020088342,-0.224488920043357,0.5806695795478382,0.1576637958207211,1.0447987296590504,0.2558061165950837,1,0.0141364683063942,0.1110355826188917,7.236666666666666,0.2939533695306563,0.0141364683063942,0.0535714285714285,0,1,1,1,1,0.375,1.0357142857142858,0.8660714285714286,0,0,0,0,0,0,1,0,0,0,1,
4570,rusty jax,18.35,7.48,8,2022-09-03,820706343,324,29.5,34.0,4.75,-0.1500000000000003,0.2185939838520749,0.0710698801700272,7.223344223974164,-0.2195351558005582,0.448164898638115,0.0864977419408383,0.4243184681224444,0.553434107190695,0.2585760120183069,0,0.0,0.0,7.199653300314316,0.0,0.0,0.0,0,0,0,1,1,1.8472222222222223,1.8472222222222223,1.8472222222222223,0,1,0,0,0,0,0,0,0,1,0,
4571,rema's jade,17.85,7.01,1,2022-09-03,820706344,324,30.3,61.0,4.535714285714286,-0.0119047619047618,-0.082592765337255,-0.0492148785977443,7.183247673500278,0.6856970312446192,0.2246611343845117,0.9655139324688712,0.4157663246041375,0.0421181584288244,0.4667513162261928,0,0.3829860199201906,-0.0674226400481015,7.177178172812996,0.0421181584288244,0.3829860199202015,0.1309523809523809,1,1,1,1,1,0.3035714285714285,0.1428571428571428,0.0892857142857142,1,0,0,0,0,0,1,0,0,0,1,
4572,top prize,17.93,7.08,2,2022-09-03,820706344,324,30.2,23.0,4.25925925925926,-2.05925925925926,-0.0936487710344009,-0.4362227707707938,7.054239795517434,0.8815688621015907,0.8222496670809026,-0.6648726870851853,-0.1300851445050249,0.4898252003876377,0.2797371795959842,0,0.2100082991633756,-0.1849523778953129,7.138,0.4898252003876377,0.2100082991633757,0.1851851851851851,0,1,0,0,1,-1.7777777777777777,-1.5925925925925926,-0.7777777777777778,0,0,0,0,0,0,0,1,0,0,0,
4573,cedar oscar,18.04,7.2,3,2022-09-03,820706344,324,33.6,6.0,4.020833333333333,-0.3208333333333328,-0.0006852711888593,-0.2324728429595946,7.122159200670875,0.4898252003876377,-0.4615522637748392,0.0700998485512447,-0.153753672428157,-0.0138452218160259,-0.0138452218160279,1,-0.2578105825709306,-0.3806044289187278,7.072779996904467,-0.0138452218160259,-0.2578105825709327,0.6666666666666666,0,0,0,1,1,0.3958333333333333,0.5208333333333334,0.0625,0,0,1,0,0,0,0,0,0,1,0,
4574,magic swiper,18.11,7.24,4,2022-09-03,820706344,324,30.5,9.5,3.3285714285714287,-0.0059907834101382,-0.1498942778916906,-0.0243480356371823,7.19153695831166,-0.3216438131627182,-0.3776071934075686,-0.0977902921833065,-0.2376987427954376,-0.1257719823057367,-0.2321024047709536,1,-0.2499089348488592,-0.0967057963653831,7.1674167236706525,-0.1257719823057367,-0.2499089348488665,0.7857142857142857,0,1,1,1,1,1.05,0.5642857142857143,0.5071428571428571,0,0,0,0,0,1,0,0,0,0,1,
4575,funky freak,18.15,7.2,5,2022-09-03,820706344,324,26.5,4.0,3.4642857142857144,0.7023809523809526,-0.1499520944391771,-0.3585181655491937,7.080142384151598,0.9631767522717618,0.0910823557104412,0.6932427723837372,0.4987268888002625,-0.5454973341421199,0.3401462870048166,0,-0.7133874748766762,-0.3139471309572473,7.095,-0.5454973341421199,-0.7133874748766811,0.2142857142857142,0,1,0,0,1,0.0357142857142857,-0.4642857142857143,-0.2142857142857142,0,0,0,0,1,0,0,0,0,0,1,
4576,smithfield boy,18.18,7.28,6,2022-09-03,820706344,324,32.6,34.0,4.523076923076923,-0.3730769230769226,0.1308512274643843,-0.0817806822221085,7.172391964081033,0.3984511721669784,-0.508535981658572,-0.2779238086841726,0.7582088463513532,0.517806890510058,0.177601423737129,0,0.0641037720964425,0.0479581271052842,7.215639992924496,0.517806890510058,0.0641037720964389,0.2153846153846154,0,1,1,1,1,-0.3846153846153846,-0.2615384615384615,0.023076923076923,0,0,0,1,0,0,0,0,0,1,0,
4577,deadly girl,18.19,7.25,7,2022-09-03,820706344,324,26.7,5.0,3.869565217391304,-1.5362318840579707,0.2814283991302725,0.2859526464159301,7.294974726217441,-0.5175156440196996,-0.3496255032851384,0.4058801300203571,-0.293662123040288,-0.1257719823057367,-0.1761390245261011,1,-0.0045179917752218,0.0428303370962843,7.213930660062863,-0.1257719823057367,-0.0045179917752159,0.6521739130434783,1,1,1,0,1,0.3043478260869565,0.8695652173913043,0.6521739130434783,0,0,0,0,0,0,0,0,1,0,0,
4578,golden fury,19.81,7.37,8,2022-09-03,820706344,324,34.9,2.4,4.107142857142857,0.2928571428571436,-0.0747021022007047,0.0171214066055973,7.205360667990637,-0.3216438131627182,0.8815688621015907,-0.3239109568718105,-0.0992366593079125,-1.0211860662233634,-0.1768817266928428,1,-0.265680432917864,-0.0613451056218692,7.179204100024178,-1.0211860662233634,-0.2656804329178578,0.4642857142857143,1,0,1,0,1,1.5535714285714286,0.6428571428571429,0.1964285714285714,0,1,0,0,0,0,0,0,0,1,0,
4579,oreo ethics,17.77,7.09,1,2022-09-03,820706345,324,32.1,1.6,3.7777777777777777,-1.2777777777777777,-0.2528786033804333,-0.5136514857266334,7.028429174045858,-1.0927204104622417,-0.1002754574205343,1.087761666066233,0.5063654016920267,-1.7207283192840086,-0.263919423881705,1,-1.7207283192840086,-0.6289343186666199,6.99,-1.7207283192840086,-1.7207283192840086,0.1111111111111111,0,0,0,1,1,-1.0,-0.9444444444444444,-0.1111111111111111,1,0,0,0,0,0,0,0,1,0,0,
4580,weffalee shield,17.89,7.23,2,2022-09-03,820706345,324,37.5,4.4,3.0,3.0,-0.3806711620130281,-0.2882469819202687,7.103567064801927,0.2280855264109523,-0.3864931471683687,-0.4695497563646902,1.087761666066233,-1.5808198686718775,-0.2242031159455502,0,-0.6480968645910173,-0.2489497747632497,7.116666666666666,-1.5808198686718775,-0.6480968645910206,0.3333333333333333,1,0,0,1,1,1.0,-0.6666666666666666,-0.5555555555555556,0,0,0,0,0,1,0,0,0,0,1,
4581,gumboot,17.95,7.24,3,2022-09-03,820706345,324,35.2,6.0,3.769230769230769,2.230769230769231,0.1232929234404966,0.1414712586498784,7.246812304673385,0.0390813468241824,0.6392385485132442,-0.6014607143869702,-0.9372409958560828,-1.524856488427027,-0.4770476606665307,1,-0.6574240946318256,0.0310388365339718,7.21,-1.524856488427027,-0.6574240946318306,0.4615384615384615,1,1,1,1,1,1.3846153846153846,1.3076923076923077,0.1538461538461538,0,0,0,0,0,0,1,0,0,0,1,
